ID|Name|Location|Repository
ChicagoAdd12|Newberry Library: -32 [olim Condover Hall; Robinson Sale Cat. No. 63, Item 71] |Chicago|Newberry Library
Newcas259|Newcastle University Library: Sandesken 259|Newcastle|Newcastle University Library
CamNewn4|Newnham College: 4 [olim Yates-Thompson]|Cambridge UK|Newnham College
NijmegenUL194|Nijmegen University Library: 194|Nijmegen|Nijmegen University Library
NorfRO17b|Norfolk Record Office: Case 17, shelf b|Norwich|Norfolk Record Office
NorfRO21f|Norfolk Record Office: Case 21, shelf f, no. 68|Norwich|Norfolk Record Office
NorthantsROBru|Northamptonshire Record Office: Bru.I.v.101 [olim Brudenell]|Northampton|Northamptonshire Record Office
Norwich158926|Norwich Castle Museum: 158.926 (4g-5) [olim St Peter Hungate Museum 48 158.926]|Norwich|Norwich Castle Museum
NottsULMeLm1|Nottingham University Library: Mellish Lm 1 [olim Mellish; olim Hadsock Priory nr Worksop]|Nottingham|Nottingham University Library
NottsULMiDc7|"Nottingham University Library: Middleton Dc 7 [olim Wollaton Hall, Register of Abbey of
            Burton-on-Trent]"|Nottingham|Nottingham University Library
NottsULMiLm7|Nottingham University Library: Middleton Lm 7/1 [olim Wollaton Hall]|Nottingham|Nottingham University Library
NottsULMiLm8|Nottingham University Library: Middleton Lm 8 [olim Wollaton Hall]|Nottingham|Nottingham University Library
NottsULMiLm9|Nottingham University Library: Middleton Lm 9 [olim Wollaton Hall]|Nottingham|Nottingham University Library
NottsULMi01|"Nottingham University Library: Middleton Mi 01 [commission of sewers for the wapentakes of Bingham and Newark,
            Nottinghamshire]"|Nottingham|Nottingham University Library
OxfOriel10|Oriel College: 10|Oxford|Oriel College
OxfOriel79|Oriel College: 79|Oxford|Oriel College
Pavia|Pavia University Library: 69|Pavia|Pavia University Library
CamPem32|Pembroke College: 32|Cambridge UK|Pembroke College
CamPem82|Pembroke College: 82|Cambridge UK|Pembroke College
CamPem85|Pembroke College: 85, Part III|Cambridge UK|Pembroke College
CamPem100|Pembroke College: 100|Cambridge UK|Pembroke College
CamPem120|Pembroke College: 120|Cambridge UK|Pembroke College
CamPem215|Pembroke College: 215|Cambridge UK|Pembroke College
CamPem229|Pembroke College: 229|Cambridge UK|Pembroke College
CamPem243|Pembroke College: 243|Cambridge UK|Pembroke College
CamPem248|Pembroke College: 248|Cambridge UK|Pembroke College
CamPem258|Pembroke College: 258|Cambridge UK|Pembroke College
CamPem265|Pembroke College: 265|Cambridge UK|Pembroke College
CamPem272|Pembroke College: 272|Cambridge UK|Pembroke College
CamPem285|Pembroke College: 285|Cambridge UK|Pembroke College
CamPem307|Pembroke College: 307|Cambridge UK|Pembroke College
CamPem312|Pembroke College: 312|Cambridge UK|Pembroke College
CamPem312C6|Pembroke College: 312.C.6 [fragment of Piers Plowman]|Cambridge UK|Pembroke College
CamPem313|Pembroke College: 313|Cambridge UK|Pembroke College
CamPem314|Pembroke College: 314|Cambridge UK|Pembroke College
PeterCath|Peterborough Cathedral Library: fragments|Peterborough|Peterborough Cathedral Library
PeterCentLib|"Peterborough Central Library: Ailred of Rievaux, Life of Edward and Confessor
            "|Peterborough|Peterborough Central Library
CamPeter57|Peterhouse: 57|Cambridge UK|Peterhouse
CamPeter104|Peterhouse: 104|Cambridge UK|Peterhouse
CamPeter134|Peterhouse: 134|Cambridge UK|Peterhouse
CamPeter195|Peterhouse: 195|Cambridge UK|Peterhouse
CamPeter218|Peterhouse: 218|Cambridge UK|Peterhouse
CamPeter222|Peterhouse: 222|Cambridge UK|Peterhouse
CamPeter255|Peterhouse: 255|Cambridge UK|Peterhouse
CamPeter257|Peterhouse: 257|Cambridge UK|Peterhouse
PhilFree304|Philadelphia Free Library: 15/488 [olim Lewis 304]|Philadelphia|Philadelphia Free Library
PhilFree314|Philadelphia Free Library: 15/487 [olim Lewis 314]|Philadelphia|Philadelphia Free Library
PierpontB5|Pierpont Morgan Library: B5|New York|Pierpont Morgan Library
PierpontB11|Pierpont Morgan Library: B11|New York|Pierpont Morgan Library
PierpontB13|Pierpont Morgan Library: B13 [olim Harmsworth]|New York|Pierpont Morgan Library
PierpontB17|Pierpont Morgan Library: B17|New York|Pierpont Morgan Library
PierpontB21|"Pierpont Morgan Library: B.21 [olim Phillipps 7008; Katherine Fenwick; Thomas FitzRoy Fenwick; Alan
            George Fenwick; William H. Robinson Ltd., London; their sale, London, Sotheby’s,
            July 17, 1950, lot 27; purchased for Curt F. Bühler at Sotheby’s (London,
            Feb. 28, 1955, lot 169) by E.P. Goldschmidt, London]"|New York|Pierpont Morgan Library
PierpontB54|Pierpont Morgan Library: B54|New York|Pierpont Morgan Library
PierpontG9|Pierpont Morgan Library: G9 [olim Berkeley]|New York|Pierpont Morgan Library
PierpontG39|Pierpont Morgan Library: G39|New York|Pierpont Morgan Library
PierpontM4|Pierpont Morgan Library: M4|New York|Pierpont Morgan Library
PierpontM99|Pierpont Morgan Library: M99|New York|Pierpont Morgan Library
PierpontM124|Pierpont Morgan Library: M124 [olim Lee]|New York|Pierpont Morgan Library
PierpontM125|Pierpont Morgan Library: M125 [olim Hastings, Ashby-de-la-Zouche, Quaritch]|New York|Pierpont Morgan Library
PierpontM126|Pierpont Morgan Library: M126 [olim Narford; Fontaine]|New York|Pierpont Morgan Library
PierpontM249|Pierpont Morgan Library: M249 [olim Ashburnham 124, post Compton Hall]|New York|Pierpont Morgan Library
PierpontM275|Pierpont Morgan Library: M275|New York|Pierpont Morgan Library
PierpontM486|Pierpont Morgan Library: M486|New York|Pierpont Morgan Library
PierpontM690|Pierpont Morgan Library: M690 [olim Ravensworth]|New York|Pierpont Morgan Library
PierpontM722|Pierpont Morgan Library: M722|New York|Pierpont Morgan Library
PML722|Pierpont Morgan Library: PML 722 (ChL 1799: a copy of )|New York|Pierpont Morgan Library
PierpontM771|Pierpont Morgan Library: M771|New York|Pierpont Morgan Library
PierpontM775|Pierpont Morgan Library: M775|New York|Pierpont Morgan Library
PierpontM817|Pierpont Morgan Library: M817 [olim Campsall Hall]|New York|Pierpont Morgan Library
PierpontM818|Pierpont Morgan Library: M818 [olim Harmsworth; olim Ingilby]|New York|Pierpont Morgan Library
PierpontM875|Pierpont Morgan Library: M875 [olim Helmingham Hall]|New York|Pierpont Morgan Library
PierpontM876|Pierpont Morgan Library: M876 [olim Helmingham Hall]|New York|Pierpont Morgan Library
PierpontM898|Pierpont Morgan Library: M898 [olim Edwardes]|New York|Pierpont Morgan Library
PierpontM957|"Pierpont Morgan Library: M957 [olim Netherby, Sir F. Graham, Sotheby’s 12 Dec. 1966, also 10 Jul.
            1972, lot 22]"|New York|Pierpont Morgan Library
PierpontMA717|Pierpont Morgan Library: MA 717|New York|Pierpont Morgan Library
PierpontAcc676|Pierpont Morgan Library: Acc. No. 676 [Ch. L. 1759] (copy of STC 6826)|New York|Pierpont Morgan Library
PierpontAcc698|Pierpont Morgan Library: Acc. No. 698 (copy of STC 21429)|New York|Pierpont Morgan Library
PierpontAcc775|Pierpont Morgan Library: Acc. No. 775 (copy of STC 3199)|New York|Pierpont Morgan Library
PierpontAcc28432|Pierpont Morgan Library: Acc. No. 28432|New York|Pierpont Morgan Library
PierpontAcc35083|"Pierpont Morgan Library: PML 35083 [ChL1787; olim Earl of Oxford, Joseph Brereton, and the Earl of
            Dysart]"|New York|Pierpont Morgan Library
PierpontAcc10360|Pierpont Morgan Library: Acc. No. 28432|New York|Pierpont Morgan Library
PierpontAcc53095|Pierpont Morgan Library: Acc. No. 53095 |New York|Pierpont Morgan Library
Antwerp305|Plantin-Moretus Museum: M 305 [olim MS lat. 57]|Antwerp|Plantin-Moretus Museum
PUL21|Princeton University Library: 21|Princeton|Princeton University Library
PUL93|Princeton University Library: 93|Princeton|Princeton University Library
PUL100|Princeton University Library: 100 [olim Helmingham Hall]|Princeton|Princeton University Library
PULGar119|Princeton University Library: Garrett 119|Princeton|Princeton University Library
PULGar136|Princeton University Library: Garrett 136 [olim Phillipps 2298]|Princeton|Princeton University Library
PULGar137|"Princeton University Library: Garrett 137 [olim Ashburnham 244, post Quaritch Sale Cat. 344, No.
            18]"|Princeton|Princeton University Library
PULGar138|Princeton University Library: Garrett 138 [olim Yates Thompson]|Princeton|Princeton University Library
PULGar139|Princeton University Library: Garrett 139 [olim Phillipps 8117]|Princeton|Princeton University Library
PULGar140|Princeton University Library: Garrett 140 [olim Phillipps 8357]|Princeton|Princeton University Library
PULGar141|Princeton University Library: Garrett 141|Princeton|Princeton University Library
PULGar142|Princeton University Library: Garrett 142|Princeton|Princeton University Library
PULGar143|Princeton University Library: Garrett 143|Princeton|Princeton University Library
PULGar151|Princeton University Library: Garrett 151|Princeton|Princeton University Library
PULKane21|Princeton University Library: Kane 21 [olim Huth];|Princeton|Princeton University Library
PULSchei66|Princeton University Library: Scheide 66|Princeton|Princeton University Library
PULSchei71|Princeton University Library: Scheide 71|Princeton|Princeton University Library
PULSchei127|Princeton University Library: Scheide 127|Princeton|Princeton University Library
PULTayM2|"Princeton University Library: Taylor Medieval 2 [olim Wollaton Hall, Quaritch Cat. 1931, item 100 and Cat.
            699, 1952, item 28]"|Princeton|Princeton University Library
PULTayM3|"Princeton University Library: Taylor Medieval 3 [olim Morent’s Court, Kent, Meyerstein, Sotheby’s
            17 Dec. 1952, lot 466]"|Princeton|Princeton University Library
PULTayM5|Princeton University Library: Taylor Medieval 5 [olim Phillipps 8192]|Princeton|Princeton University Library
PULTayM9|Princeton University Library: Taylor Medieval 9 [olim Bodmer, prior Ireland, Blackburn]|Princeton|Princeton University Library
PULTayM11|"Princeton University Library: Taylor Medieval 11 [olim Petre, olim Sotheby’s Sale, 10 March
            1952, Lot 143, olim Quaritch Sale Cat. 704, Item 350, olim Laurence
            Witten]"|Princeton|Princeton University Library
PULTayM13|Princeton University Library: Taylor Medieval 13 [olim Maggs Cat. 580, item 449]|Princeton|Princeton University Library
PULTayB741|"Princeton University Library: Taylor B 741 (Boethius de disciplina scholarium; Deventer, 1496) [olim
            Rosenbach Foundation 678; olim John F. Fleming]"|Princeton|Princeton University Library
Thompson|"Princeton University Library:  University Library, Robert H. Taylor MS 17 (olim Thompson (Portland, Oregon) [olim Amherst 20 prior
            Phillipps])"|Princeton|Princeton University Library
Bodmer178|Private owner: Martin Bodmer MS CB 178 [olim Gurney 121]|Cologny (Geneva)|Private owner
PriO1|Private owner: 1 [olim A. G. Thomas; Sotheby’s, 10 Dec. 1962, lot 145] 1165|Cologny (Geneva)|Private owner
PriO2|"Private owner: 2 [ex R. C. Pearson, Cambridge, Cat. 13, 1953, item 219; once part of Beinecke Osborn
            fa. 1]"|Cologny (Geneva)|Private owner
PriO3|Private owner: 3 [Saxby Psalter, Edwards of London Sale Cat. 624, item 247]|Cologny (Geneva)|Private owner
PriO4|Private owner: 4 [ex Sotheby’s, 9 Dec. 1963, lot 120]|Cologny (Geneva)|Private owner
PriO5|Private owner: 5 [olim Marquis of Bute, Sotheby’s, 13 June 1983, lot 10] 2662|Cologny (Geneva)|Private owner
PriO6|"Private owner: 6 [olim Westminster (Eaton Hall), Sotheby’s, 11 July 1966, lot 233,
            Quaritch] 1459"|Cologny (Geneva)|Private owner
Cleveland|Public Library: Wq091.92 C468 [olim Aldenham; Goldschmidt Sales Cat. 55, item 59]|Cleveland|Public Library
PROSP1246|Public Record Office: SP 1/246|London|Public Record Office
PROTreasB28|Public Record Office: Treas. Receipt of Exchequer, B.2.8|London|Public Record Office
PROC473415|Public Record Office: C 47/34/1/5|London|Public Record Office
PROC4734112|Public Record Office: C 47/34/1/12|London|Public Record Office
PROC473711|Public Record Office: C 47/37/11|London|Public Record Office
PROC473712|Public Record Office: C 47/37/12|London|Public Record Office
PROC473915|Public Record Office: C 47/39/15|London|Public Record Office
PROCoranReg525|Public Record Office: , Coram Rege Roll 525 (16 Ric. II) Rex|London|Public Record Office
PRODL41270|Public Record Office: DL 41/270|London|Public Record Office
PROE36228|Public Record Office: E 36/228 [formerly Treasury Receipt of Exchequer B 2 8]|London|Public Record Office
PROE1632211|Public Record Office: E 163/22/1/1|London|Public Record Office
PROE16322257|Public Record Office: E 163/22/2/57|London|Public Record Office
PROE163222|Public Record Office: E 163/22/2|London|Public Record Office
PROExcheq|Public Record Office: , Public Record Office E 175/11/16|London|Public Record Office
PROKB9144|Public Record Office: KB 9/144, m.31|London|Public Record Office
PROSC217541|"Public Record Office: SC 2/175/41 [Court rolls of Hawkesbury (Gloucestershire), a manor of the Abbey of
            Pershore, Worcestershire]"|London|Public Record Office
PROSC69565|"Public Record Office: SC 6/956/5 [Bicester Priory Bursar’s Accounts Roll, 17-18 Edward III, Michaelmas
            to Michaelmas]"|London|Public Record Office
PROSC122128|"Public Record Office: SC 12/21/28 [olim Durham, Cathedral Library, Prior’s Kitchen, Bp.
            Hatfield’s Survey]"|London|Public Record Office
PROSP1232|Public Record Office: SP 1/232|London|Public Record Office
PROHenVIIISP1232|Public Record Office: , State Papers Henry VIII, SP1 /232|London|Public Record Office
QuaritchHop|"Quaritch: 
               olim Hopton Hall, Sotheby’s, Dec. 1989"|London|Quaritch
CamQue12|Queen’s College: Horne 24 (12)|Cambridge UK|Queen’s College
CamQue13|Queen’s College: Horne 25 (13)|Cambridge UK|Queen’s College
OxfQueens161|Queen’s College: 161|Cambridge UK|Queen’s College
OxfQueens207|Queen’s College: 207|Cambridge UK|Queen’s College
OxfQueens324|Queen’s College: 324|Cambridge UK|Queen’s College
OxfQueens383|Queen’s College: 383|Cambridge UK|Queen’s College
OxfQueens389|Queen’s College: 389|Cambridge UK|Queen’s College
OxfQueens389B|Queen’s College: 389B|Cambridge UK|Queen’s College
Belfast|Queen’s University: 3/11B|Belfast|Queen’s University
AudleyFall|"R. H. C. Neville: 
               olim Fall of Princes [Sotheby’s 8 July 1970, lot 98]"|Audley End|R. H. C. Neville
DublinRepD11|Representative Church Body Library, Dublin: D11.1.2 [olim Kilkenny, St Canice’s Library; Red Book of Ossory]|Dublin|Representative Church Body Library, Dublin
DublinRepBlack|Representative Church Body Library, Dublin: Black Book of Christ Church|Dublin|Representative Church Body Library, Dublin
PhilRos678|"Rosenbach Museum and Library: 678, Boethius, De Disciplina Scholarum, Deventer 1496, [olim Heber Incunabula,
            Sotheby’s Sale Cat. 1834, Part III, No. 810]"|Philadelphia|Rosenbach Museum and Library
PhilRos43916|Rosenbach Museum and Library: 439/16 [olim Phillipps 4254]|Philadelphia|Rosenbach Museum and Library
PhilRos108329|"Rosenbach Museum and Library: 1083/29 [olim Earl of
            Aberdeen]"|Philadelphia|Rosenbach Museum and Library
PhilRos108330|Rosenbach Museum and Library: 1083/30 [olim Phillipps 1099]|Philadelphia|Rosenbach Museum and Library
PhilRos10841|Rosenbach Museum and Library: 1084/1 [olim Rosenbach 157; prior Phillipps 8137]|Philadelphia|Rosenbach Museum and Library
PhilRos10842|Rosenbach Museum and Library: 1084/2 [olim Rosenbach 158; prior W. A. White]|Philadelphia|Rosenbach Museum and Library
LonPhys388|Royal College of Physicians: 388 (13)|London|Royal College of Physicians
EDCPCM|"Royal College of Physicians, Edinburgh: MS Cursor Mundi, Northern Homily Cycle
            "|Edinburgh|Royal College of Physicians, Edinburgh
EDCPAN|Royal College of Physicians, Edinburgh: Anonyma 2, Vol. V, Part II|Edinburgh|Royal College of Physicians, Edinburgh
EDCPRS|Royal College of Physicians, Edinburgh: Ripley Scroll|Edinburgh|Royal College of Physicians, Edinburgh
CopenRoy240|Royal Library, Copenhagen: Gl. kgl. S. 240|Copenhagen|Royal Library, Copenhagen
CopenRoy248|"Royal Library, Copenhagen: Gl. kgl. S. 248 2o
            "|Copenhagen|Royal Library, Copenhagen
CopenRoy1727|Royal Library, Copenhagen: Gl. kgl. S. 1727|Copenhagen|Royal Library, Copenhagen
CopenRoy1748|Royal Library, Copenhagen: Gl. kgl. S. 1748 |Copenhagen|Royal Library, Copenhagen
CopenRoy3500|"Royal Library, Copenhagen: Gl. kgl. S. 3500 8o
            "|Copenhagen|Royal Library, Copenhagen
CopenRoy3503|Royal Library, Copenhagen: Gl. kgl. S. 3503|Copenhagen|Royal Library, Copenhagen
CopenThott110|Royal Library, Copenhagen: Thott 110 4o (29264)|Copenhagen|Royal Library, Copenhagen
CopenThott304|"Royal Library, Copenhagen: Thott 304 2o
            "|Copenhagen|Royal Library, Copenhagen
CopenThott306|"Royal Library, Copenhagen: Thott 306 2o
            "|Copenhagen|Royal Library, Copenhagen
StockhX90|Royal Library, Stockholm: X.90|Stockholm|Royal Library, Stockholm
TokyoAsahata|S. Asahata: [olim Bute 13, Sotheby’s 13 June 1983]|Tokyo|S. Asahata
Salisb82|Salisbury Cathedral Library: 82|Salisbury|Salisbury Cathedral Library
Salisb103|Salisbury Cathedral Library: 103|Salisbury|Salisbury Cathedral Library
Salisb126|Salisbury Cathedral Library: 126|Salisbury|Salisbury Cathedral Library
Salisb152|Salisbury Cathedral Library: 152|Salisbury|Salisbury Cathedral Library
SalisbHunCh|Salisbury Cathedral, Hungerford Chapel: |Salisbury|Salisbury Cathedral, Hungerford Chapel
Leningrad|Saltykov-Schedrin Library, Leningrad: O.v.XIV.1|Leningrad|Saltykov-Schedrin Library, Leningrad
Schoyen194|Schøyen Collection: 194 [olim Penrose 12]|Oslo and London|Schøyen Collection
Schoyen615|Schøyen Collection: 615|Oslo and London|Schøyen Collection
Schoyen16772|"Schøyen Collection: 1677/2 [olim Phillipps (single leaf), sold Sotheby’s, London, 21-2 June
            1993, lot 49]"|Oslo and London|Schøyen Collection
Schoyen689|"Schøyen Collection: 689 [olim Windsor, Beaumont College, sold Christie’s 28 June 1973, lot
            48]"|Oslo and London|Schøyen Collection
SchoyenPP|"Schøyen Collection: [Piers Plowman fragment [olim Holloway, Old Vicarage, Wickhambrook,
            Suffolk, olim Hanna]"|Oslo and London|Schøyen Collection
ESROGD5|Scottish Record Office: GD 5/26/48 (on deposit from Brechin Castle, Earl of Dalhousie)|Edinburgh|Scottish Record Office
ESROGD112|Scottish Record Office: GD 112/71/9|Edinburgh|Scottish Record Office
ESRORH13|Scottish Record Office: RH 13/35|Edinburgh|Scottish Record Office
ShrewsS3|Shrewsbury School: 3|Shrewsbury|Shrewsbury School
ShrewsS6|Shrewsbury School: 6|Shrewsbury|Shrewsbury School
ShrewsSConf|"Shrewsbury School: 
               Confessio Amantis frag."|Shrewsbury|Shrewsbury School
ShrewsLib16329|Shropshire Libraries, Local Studies Dept.: Deeds No. 16329 (rental roll) [olim Lilleshall Abbey]|Shrewsbury|Shropshire Libraries, Local Studies Dept.
ShrewsRO3232|Shropshire Record Office: 3232/3 [a land grant, on deposit from Whitchurch Free Library]|Shrewsbury|Shropshire Record Office
Edelstein|Sidney M. Edelstein: MS |New York|Sidney M. Edelstein
CamSidney37|Sidney Sussex College: 37|Cambridge UK|Sidney Sussex College
CamSidney39|Sidney Sussex College: 39|Cambridge UK|Sidney Sussex College
CamSidney55|Sidney Sussex College: 55|Cambridge UK|Sidney Sussex College
CamSidney63|Sidney Sussex College: 63|Cambridge UK|Sidney Sussex College
CamSidney74|Sidney Sussex College: 74|Cambridge UK|Sidney Sussex College
CamSidney80|Sidney Sussex College: 80|Cambridge UK|Sidney Sussex College
CamSidney99|Sidney Sussex College: 99|Cambridge UK|Sidney Sussex College
SocAnt101|Society of Antiquaries: 101|London|Society of Antiquaries
SocAnt134|Society of Antiquaries: 134|London|Society of Antiquaries
SocAnt252|Society of Antiquaries: 252|London|Society of Antiquaries
SocAnt288|Society of Antiquaries: 288|London|Society of Antiquaries
SocAnt687|"Society of Antiquaries: 687 [olim Bright, Sotheby’s Sale, 1924, Lot 378; Hope Allen Addit. MS.
            VI]"|London|Society of Antiquaries
Bridgewater|Somerset Records Office: MS D/B/bw 123 [olim Bridgewater, Corporation Muniments 123]|Taunton|Somerset Records Office
SouthCL1597|Southampton Central Library/City Record Office: SC15/97|Southampton|Southampton Central Library/City Record Office
Southwell7|Southwell Cathedral Library: 7|Southwell|Southwell Cathedral Library
Spalding|Spalding Gentlemen’s Society: M.J.B.14 [olim Maurice Johnson No. LIV]|Spalding|Spalding Gentlemen’s Society
StADA775|St Andrews University Library: DA775.A6.W9|St Andrews|St Andrews University Library
StAPR2065A15|St Andrews University Library: PR2065.A15|St Andrews|St Andrews University Library
StAPR2065R4|St Andrews University Library: PR2065.R4|St Andrews|St Andrews University Library
StA38660|St Andrews University Library: MS 38660|St Andrews|St Andrews University Library
CamStCat7|St Catherine’s College: 7|Cambridge UK|St Catherine’s College
Ushaw10|St Cuthbert’s College: 10|Ushaw|St Cuthbert’s College
Ushaw28|St Cuthbert’s College: 28|Ushaw|St Cuthbert’s College
Ushaw50|St Cuthbert’s College: 50|Ushaw|St Cuthbert’s College
StGeorgEII|St George’s Chapel, Windsor: E.I.I|Windsor|St George’s Chapel, Windsor
CamStJohn15|St John’s College: A.15 (15)|Cambridge UK|St John’s College
CamStJohn25|St John’s College: B.3 (25)|Cambridge UK|St John’s College
CamStJohn28|St John’s College: B.6 (28)|Cambridge UK|St John’s College
CamStJohn29|St John’s College: B.7 (29)|Cambridge UK|St John’s College
CamStJohn31|St John’s College: B.9 (31)|Cambridge UK|St John’s College
CamStJohn34|St John’s College: B.12 (34)|Cambridge UK|St John’s College
CamStJohn37|St John’s College: B.15 (37)|Cambridge UK|St John’s College
CamStJohn62|St John’s College: C.12 (62)|Cambridge UK|St John’s College
CamStJohn71|St John’s College: C.21 (71)|Cambridge UK|St John’s College
CamStJohn80|St John’s College: D.5 (80)|Cambridge UK|St John’s College
CamStJohn111|St John’s College: E.8 (111)|Cambridge UK|St John’s College
CamStJohn112|St John’s College: E.9 (112)|Cambridge UK|St John’s College
CamStJohn127|St John’s College: E.24 (127)|Cambridge UK|St John’s College
CamStJohn135|St John’s College: E.32 (135)|Cambridge UK|St John’s College
CamStJohn137|St John’s College: E.34 (137)|Cambridge UK|St John’s College
CamStJohn145|St John’s College: F.8 (145)|Cambridge UK|St John’s College
CamStJohn159|St John’s College: F.22 (159)|Cambridge UK|St John’s College
CamStJohn176|St John’s College: G.8 (176)|Cambridge UK|St John’s College
CamStJohn179|St John’s College: G.11 (179)|Cambridge UK|St John’s College
CamStJohn189|St John’s College: G.21 (189)|Cambridge UK|St John’s College
CamStJohn191|St John’s College: G.23 (191)|Cambridge UK|St John’s College
CamStJohn192|St John’s College: G.24 (192)|Cambridge UK|St John’s College
CamStJohn193|St John’s College: G.25 (193)|Cambridge UK|St John’s College
CamStJohn195|St John’s College: G.28 (195)|Cambridge UK|St John’s College
CamStJohn196|St John’s College: G.29 (196)|Cambridge UK|St John’s College
CamStJohn204|St John’s College: H.1 (204)|Cambridge UK|St John’s College
CamStJohn208|St John’s College: H.5 (208)|Cambridge UK|St John’s College
CamStJohn223|St John’s College: I.22 (223)|Cambridge UK|St John’s College
CamStJohn233|St John’s College: K.30 (233)|Cambridge UK|St John’s College
CamStJohn234|St John’s College: K.31 (234)|Cambridge UK|St John’s College
CamStJohn235|St John’s College: L.1 (235)|Cambridge UK|St John’s College
CamStJohn237|St John’s College: L.10 (237)|Cambridge UK|St John’s College
CamStJohn255|St John’s College: S.19 (255)|Cambridge UK|St John’s College
CamStJohn256|St John’s College: S.30 (256)|Cambridge UK|St John’s College
CamStJohn259|St John’s College: S.54 (259)|Cambridge UK|St John’s College
OxfStJohn6|St John’s College: 6|Cambridge UK|St John’s College
OxfStJohn56|St John’s College: 56|Cambridge UK|St John’s College
OxfStJohn57|St John’s College: 57|Cambridge UK|St John’s College
OxfStJohn76|St John’s College: 76|Cambridge UK|St John’s College
OxfStJohn94|St John’s College: 94|Cambridge UK|St John’s College
OxfStJohn138|St John’s College: 138|Cambridge UK|St John’s College
OxfStJohn173|St John’s College: 173|Cambridge UK|St John’s College
OxfStJohn190|St John’s College: 190|Cambridge UK|St John’s College
OxfStJohn209|St John’s College: 209|Cambridge UK|St John’s College
OxfStJohn266|St John’s College: 266|Cambridge UK|St John’s College
OxfStJohn340|St John’s College: 340 [olim Arch.A.50]|Cambridge UK|St John’s College
StPauls9Dxix|St Paul’s Cathedral Library: MS 8 [formerly 9.D.xix]|London|St Paul’s Cathedral Library
StPauls47G3|St Paul’s Cathedral Library: CSE0706.01 [formerly 47.G.3] (printed)|London|St Paul’s Cathedral Library
BerlinTheol|Staatsbibl. Berlin: Theol. lat. fol 249|Berlin|Staatsbibl. Berlin
BerlinPhill|Staatsbibl. Berlin: Phill. 1904|Berlin|Staatsbibl. Berlin
Erfurt|Stadtbibl., Erfurt: Amplon Oct. 58|Erfurt|Stadtbibl., Erfurt
StaffordRO|Staffordshire Record Office: Bagot D1721/3/186 [olim Deritend House]|Stafford|Staffordshire Record Office
Stanbr3|Stanbrook Abbey (Callow End): 3|Stanbrook|Stanbrook Abbey (Callow End)
MelSLV096G94|State Library of Victoria: *096/G94|Melbourne|State Library of Victoria
StepAsh|"Steeple Ashton Vicarage: 
            
               Horae
        
            "|Steeple Ashton|Steeple Ashton Vicarage
SanFlorXI57|Stiftsbibl.: XI 57|Sankt Florian|Stiftsbibl.
Stonyh23|Stonyhurst College: 23|Stonyhurst|Stonyhurst College
Stonyh30|Stonyhurst College: 30 (A.VI.23)|Stonyhurst|Stonyhurst College
Stonyh43|Stonyhurst College: 43|Stonyhurst|Stonyhurst College
Stonyh64|Stonyhurst College: 64|Stonyhurst|Stonyhurst College
IpswichSRO|Suffolk Record Office: Ipswich Great Doomsday, Book VI|Ipswich|Suffolk Record Office
TokyoTak4|Yale University, Beinecke Library, Takamiya Deposit: 4 [olim Phillipps 8820]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak6|Yale University, Beinecke Library, Takamiya Deposit: 6 [olim Helmingham Hall LJ. I. 10]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak12|Yale University, Beinecke Library, Takamiya Deposit: 12 [Dawsons of Pall Mall, Catalogue 103, item 3, 1970]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak15|Yale University, Beinecke Library, Takamiya Deposit: 15 [Sotheby’s, 10 Dec. 1969, Lot 43; acquired by Takamiya in 1976]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak17|Yale University, Beinecke Library, Takamiya Deposit: 17|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak18|Yale University, Beinecke Library, Takamiya Deposit: 18|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak22|Yale University, Beinecke Library, Takamiya Deposit: 22 [olim Sion College, Arc. L 40 2/E 23]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak23|Yale University, Beinecke Library, Takamiya Deposit: 23 [olim Sion College, Arc. L 40 2/E 76]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak24|Yale University, Beinecke Library, Takamiya Deposit: 24 [olim Chatsworth, Duke of Devonshire]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak29|Yale University, Beinecke Library, Takamiya Deposit: 29|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak30|"Yale University, Beinecke Library, Takamiya Deposit: 30 [olim John E. du Pont; olim John Hayward, sold Sotheby’s 11
               July 1966, lot 225]"|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak32|Yale University, Beinecke Library, Takamiya Deposit: 32 [olim Penrose 6; prior Delamere]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak33|Yale University, Beinecke Library, Takamiya Deposit: 33 [Christie’s, 8 November 1978, Lot 198]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
TokyoTak35|Yale University, Beinecke Library, Takamiya Deposit: 35 [Sotheby’s, 5 December, lot 40]|New Haven|Yale University, Beinecke Library, Takamiya Deposit
