"GROUP_ID"	"Book"	"QUOTE_TRANSCRIPTION"	"start"	"end"	"Date (earliest)"	"Date (display)"	"Date (latest)"	"LIST"	"PERSON"	"Uncertain Book"	"Uncertain date"	"Agent (by hand of)"	"Uncertain Person"	"Partial"
"44b66fb6-4487-4ebb-ac86-4c3b73aa3165"	"Caligula BIV"	"Richard Cecil, after Christmas 1604 (129.3: fols 232-35y, art. 9, of this or Calig. D.I)"	"426"	"522"	"1604"	"1604"	""	"129.3"	"Richard Cecil"	"Caligula BIV | Caligula D.I"	""	""	""	"fols 232-35y, art. 9, of this or Calig. D.I"
"44cf640d-5a04-4efe-940a-95977f943837"	"Vitellius DIX"	"Scipio Le Squyer,"	"352"	"368"	""	"1631"	"1631"	"36682, fol. 164"	"Scipio Le Squyer"	""	""	""	""	""
"44f5f4ea-48eb-4708-87e9-ab36c370dfdb"	"Nero BIII"	"Bulstrode Whitelocke"	"479"	"498"	"1653"	"1653"	"1653"	"128"	"Bulstrode Whitelocke"	""	""	""	""	""
"454a41e1-8765-41a7-87cf-3966c35e906b"	"Otho BXIII"	"John Selden"	"287"	"298"	"1621"	"1621"	"1621"	"2.69"	"John Selden"	""	""	""	""	""
"45614e1e-1981-4353-bd99-36d61a85fe0a"	"Claudius EI"	"Selden, c.1638 (163.22: this, Nero C.IX or E.VI)."	"173"	"221"	"1637"	"1638"	"1639"	"163.22"	"John Selden"	"Claudius EI, Nero C.IX | E.VI"	""	""	""	""
"4598dd3f-84a0-4388-b097-40991d128c11"	"Titus EVII"	"John Selden"	"189"	"199"	"1639"	"1640"	"1641"	"209.1"	"John Selden"	""	""	""	""	""
"45bfef65-b8c2-430e-9678-e2dacaf7e74a"	"Claudius BVI"	"Richard Montague"	"259"	"274"	"1619"	"1620"	"1621"	"ul. C.III, fols 274, 276"	"Richard Montague"	"his | Claud. C.IX"	""	""	""	""
"45d070dd-447f-47f5-bfc5-48a0deca0d11"	"Tiberius AIX"	"John Selden"	"1805"	"1815"	""	"unknown date"	""	"36682, fol. 74v"	"John Selden"	""	""	""	""	""
"45f3a1ec-dc77-4ece-bdef-b85f359b9022"	"Tiberius BVII"	"John Barkham, 1621 (2.76: ? this + CUL, Add. MS 3578, or Tib. A.TX)."	"181"	"256"	"1621"	"1621"	"1621"	"2.76"	"John Barkham"	" Tiberius BVII + CUL, Add. MS 3578, | Tiberius A.TX"	""	""	""	""
"46470de1-9612-4ba4-8110-096cf7241ed0"	"Cleopatra BXII"	"Henry Howard, c.1612 (21.6: ? this or ? Cleo. E.1)."	"312"	"363"	"1611"	"1612"	"1613"	"21.6"	"Henry Howard"	" Cleopatra BXII |  Cleopatra E.1"	""	""	""	""
"46d2d662-e6bb-41a7-9a15-a7f206b20676"	"Tiberius CVII"	"Robert Bowyer"	"161"	"173"	"1611"	"1612"	"1613"	"13.10, 36.13"	"Robert Bowyer"	""	""	""	""	""
"46dfd667-8123-49c3-a746-93b09ad8f35e"	"Tiberius EIV"	"Patrick Young"	"294"	"306"	"1615"	"1616"	"1617"	"49.23, 134.5"	"Patrick Young"	""	""	""	""	""
"48319ece-57ac-4eae-8ab4-d29e6be58e05"	"Titus EIX"	"John Selden, ¢.1640 (209.3)."	"305"	"340"	"1639"	"1640"	"1641"	"209.3"	"John Selden"	""	""	""	""	""
"48431143-e727-4da5-a2e8-9297dcaed062"	"Otho EVI"	"William Watts"	"117"	"129"	""	"1631"	"1631"	"113.30"	"William Watts"	""	""	""	""	""
"48940775-8485-47ca-958d-265d182f6c9d"	"Otho BXIV"	"‘Mr Morgan’, 1616 (109.2)"	"523"	"554"	"1616"	"1616"	"1616"	"109.2"	"Mr Morgan"	""	""	""	""	""
"48c5e8e5-af5f-4a55-9179-787a6c94fdfe"	"Faustina BII"	"Spencer Compton, 1639 (164.1)"	"553"	"584"	"1639"	"1639"	"1639"	"164.1"	"Spencer Compton"	""	""	""	""	""
"48d06e43-8799-4df1-9b32-0e33d5f42eb8"	"Vespasian BXIX"	"John Selden, 1640 (194.1)."	"693"	"724"	"1640"	"1640"	"1640"	"194.1"	"John Selden"	""	""	""	""	""
"4909d5e6-e81f-4772-af34-9716adeda6cc"	"Vespasian AIX"	"(of fols 76-121, art. 3) James Ussher, c.1610-12 (41.3)"	"921"	"992"	"1610"	"1611"	"1612"	"41.3"	"James Ussher"	""	""	""	""	"of fols 76-121, art. 3"
"4933cf58-a24e-49b5-8468-78a69db592e6"	"Tiberius AII"	"? James I, ¢.1615-17 (93.1)."	"507"	"534"	"1615"	"1616"	"1617"	"93.1"	"James I"	""	""	""	"?"	""
"493f7f24-2911-48e5-9ad1-0b6ccf1102ff"	"Titus AI"	"William Dugdale, 1656 (Appx XLVI, fol. 1v)."	"1198"	"1247"	"1656"	"1656"	"1656"	"Appx XLVI, fol. 1v"	"William Dugdale"	""	""	""	""	""
"4970cdf5-ddde-44a9-9946-0fb82fb8dd8c"	"Claudius BII"	"Richard Bancroft, 1608, by hand of John Pory (29.10: this or Vit. E.XI, Vesp. F.XIII, Tit. D.XI or Faust. B.I)"	"295"	"442"	"1608"	"1608"	"1608"	"29.10"	"Richard Bancroft"	"Claudius BII | Vitellius E.XI, Vespasian F.XIII, Titus D.XI | Faust. B.I"	""	"John Pory"	""	""
"49d8de0f-cf0a-47f6-b278-e7c64b083132"	"Nero DII"	"John Selden, 1653 (237.2)."	"2681"	"2706"	"1653"	"1653"	"1653"	"237.2"	"John Selden"	""	""	""	""	""
"4a3854c3-291f-46cb-b54f-31d9b8f0527e"	"Claudius CIII"	"Thomas Shirley, by 1631 (113.21)"	"506"	"539"	""	"1631"	"1631"	"113.21"	"Thomas Shirley"	""	""	""	""	""
"4a6dfcd4-3293-4556-9b77-9c929e852d8e"	"Julius FIII"	"Nicholas Gilborne, by 1611 (56.5: ? this)"	"227"	"267"	""	"1611"	"1611"	"56.5"	"Nicholas Gilborne"	""	""	""	""	""
"4a7233ee-d81f-43ae-86b3-b37849e65f61"	"Galba CIII"	"Bulstrode Whitelocke, 1652 (231.13)"	"394"	"428"	"1652"	"1652"	"1652"	"231.13"	"Bulstrode Whitelocke"	""	""	""	""	""
"4a7b03f4-e446-4728-9bb9-c28dfd2efcce"	"Vespasian CII"	"(of fols 23-248, artt. 3-42, fols 202-90, artt. 50-82, ? fols 379-99, artt. 105-18) Robert Cecil, by the hand of Thomas Wilson, c.1605-12 (12.3)"	"1208"	"1360"	"1605"	"1608"	"1612"	"12.3"	"Robert Cecil"	""	""	"Thomas Wilson"	""	"of fols 23-248, artt. 3-42, fols 202-90, artt. 50-82, ? fols 379-99, artt. 105-18"
"4a80bf88-03d9-4147-b75b-9f60c8462629"	"Cleopatra DI"	"Selden, 1641 (215.1)"	"758"	"778"	"1641"	"1641"	"1641"	"215.1"	"John Selden"	""	""	""	""	""
"4aa94dd1-5585-431c-a77f-a1ddd5d2b534"	"Otho EIX"	"John Selden,"	"295"	"306"	"1621"	"1621"	"1621"	"2.89"	"John Selden"	") Otho EIX, Julius F.11 | Otho E.VII, |  Otho E. VIII"	""	""	""	""
"4afc4f19-95c7-4c21-b54f-cd90e21b577b"	"Galba DXI"	"Bulstrode Whitelocke"	"666"	"685"	"1652"	"1652"	"1652"	"231.31"	"Bulstrode Whitelocke"	""	""	""	""	""
"4b64f3f0-3c84-402a-a6a4-0bfc96d305b0"	"Domitian III"	"Arthur Agarde"	"313"	"325"	"1612"	"1613"	"1615"	"18.18, 71.20, 77.12)"	"Arthur Agarde"	""	""	""	""	""
"4b7a0094-ba3c-4357-ad6b-c10b1f6a1691"	"Vespasian DXXI"	"(of at least the same folios) Francis Tate, 1612-16 (73.2)"	"1014"	"1073"	"1612"	"1614"	"1616"	"73.2"	"Francis Tate"	""	""	""	""	"of at least the same folios"
"4b805c4b-2570-4433-ab2e-73a4248e8b45"	"Tiberius AXIII"	"Simonds D’Ewes, 1626 (The Autobiography and Correspondence of Sir Simonds D'Ewes, ed. by J.O. Halliwell, 2 vols (London, 1845), I, p. 299)."	"482"	"636"	"1626"	"1626"	"1626"	"The Autobiography and Correspondence of Sir Simonds D'Ewes, ed. by J.O. Halliwell, 2 vols (London, 1845), I, p. 299"	"Simonds D’Ewes"	""	""	""	""	""
"4c2db5e0-73d7-47cf-adbc-c78aa006e9b3"	"Tiberius CII"	"Abraham Wheloc"	"347"	"362"	"1640"	"1640"	"1640"	"190.1"	"Abraham Wheloc"	""	""	""	""	""
"4c357f98-7f57-4e3a-8996-19c4e5517e50"	"Galba BIV"	"Bulstrode Whitelocke, 1652 (231.4)."	"271"	"305"	"1652"	"1652"	"1652"	"231.4"	"Bulstrode Whitelocke"	""	""	""	""	""
"4c3cf341-bb52-483a-8266-548885d7896d"	"Julius CV"	"Thomas Smith, 1690 (Bodl., MS Smith (SC 15666), p. 193)"	"151"	"217"	"1690"	"1690"	"1690"	"(Bodl., MS Smith (SC 15666), p. 193)"	"Thomas Smith"	""	""	""	""	""
"4ccce567-52f9-4da0-b0b0-5e3c4bbab6c6"	"Caligula AXIII"	"Arthur Agarde"	"907"	"919"	"1612"	"1613"	"1615"	"71.19, 77.9"	"Arthur Agarde"	""	""	""	""	""
"4cf7cb0d-85cd-46a5-b430-2ac3ebde7957"	"Titus EVIII"	"John Selden, c.1640 (209.2)."	"191"	"218"	"1639"	"1640"	"1641"	"209.2"	"John Selden"	""	""	""	""	""
"4d13380b-82d8-48d5-b568-84e94e3002e5"	"Vespasian EIII"	"Peter Balle"	"1082"	"1092"	"1651"	"1651"	"1651"	"127"	"Peter Balle"	""	""	""	""	""
"4d29d9e9-8d50-48b6-afe2-9e3ac7491e6d"	"Otho CXIV"	"John Selden"	"209"	"219"	"1621"	"1622"	"1623"	"6018, no. 295"	"John Selden"	""	""	""	""	""
"4d9a646b-b09a-4baa-b690-807763a3eb3f"	"Vitellius FXIX"	"John Selden"	"207"	"218"	"1637"	"1638"	"1639"	"163.3"	"John Selden"	"Vitellius FXIX, Tiberius B.X, Calig. A.IV | Vitellius F.XVIII, |  Tiberius A.I | Vitellius A.TV"	""	""	""	""
"4dac380c-bec5-43e4-bd69-0414a5fb49a7"	"Titus FIV"	"(of Harl. MS 6850, fols 35-63 + perhaps parts of fols 63-85v, art. 10, of this) Henry (or John) Hobart, by 1613 (48.2)"	"513"	"649"	""	"1613"	"1613"	"48.2"	"Henry (or John) Hobart"	""	""	""	"?"	"of Harl. MS 6850, fols 35-63 + perhaps parts of fols 63-85v, art. 10, of this"
"4e0e71db-b50b-415f-b9a4-92690e0a0f2f"	"Appendix XXXIX"	"Sir William Howard, 1635 or 1636, ? 1638 (114.2, 124.1: (2) fols 94v-217, art. 11, of this + Appx XLI or (1) Ricobaldus Ferrariensis, Historia imperatorum, for which see loans entries)."	"186"	"391"	"1635"	"1636"	"1638"	"114.2, 124.1"	"Lord William Howard"	"Appendix XXXIX | Appx XLI "	""	""	""	"(2) fols 94v-217, art. 11, of this + Appx XLI or (1) Ricobaldus Ferrariensis, Historia imperatorum, for which see loans entries"
"4e32ac20-ad06-4b9e-bda8-51d80fd26f51"	"Claudius DVIII"	"Brian Twyne"	"724"	"734"	""	"unknown date"	""	""	"Brian Twyne"	""	"?"	""	""	""
"4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12"	"Cleopatra FVI"	"Thomas Howard, 1621-22 (2.114)"	"700"	"741"	"1621"	"1621"	"1622"	"(2.114"	"Thomas Howard"	""	""	""	""	""
"4ead483c-323d-428d-b204-3c6cc6176e2e"	"Galba AX"	"John Selden"	"100"	"110"	"1637"	"1638"	"1639"	"163.4"	"John Selden"	""	""	""	""	""
"4eb143d3-7325-4876-95aa-07352a53c507"	"Caligula EXI"	"William Camden"	"611"	"624"	"1612"	"1614"	"1616"	""	"William Camden"	""	""	""	""	"? parts of this, Calig. E.X and XII"
"4ed0a9b1-bd31-4fb8-936b-38a99d5d6b27"	"Caligula AXIII"	"Richard St George, by 1614 (15.4: this + Calig. A.XII, or Otho B.XIV)"	"827"	"905"	""	"1614"	"1614"	"15.4"	"Richard St George"	"Caligula AXII + Caligula A.XIII, | Otho B.XIV"	""	""	""	""
"4edf3079-6494-4547-a7eb-2bb690ccf28d"	"Titus EVIII"	"Sir William Howard"	"127"	"144"	"1640"	"1640"	"1640"	"169"	"Lord William Howard"	"Titus EVIII, Titus EVI | IX"	""	""	""	""
"4efb523b-8c34-43d3-9d51-d0c112317046"	"Augustus II"	"Le Neve"	"2519"	"2525"	"1641"	"1641"	"1641"	"217.1"	"William Le Neve"	""	""	""	""	""
"5015292e-4016-4de5-b41d-96b97c07a0b4"	"Cleopatra FII"	"William Noy, by 1631 (113.29: this or Cleo. F.1)"	"931"	"998"	""	"1631"	"1631"	"113.29"	"William Noy"	"Cleopatra FII | Cleopatra F.1"	""	""	""	""
"501d17ab-2cc2-4c4a-9000-0f26d36e3775"	"Vespasian AXXII"	"George Buc, 1616 (102.1: this or Claud. E.III or Otho D.VID"	"929"	"1003"	"1616"	"1616"	"1616"	"102.1"	"George Buc"	"Vespasian AXXII | Claud. E.III | Otho D.VID"	""	""	""	""
"502484c7-1a69-4ba3-b377-b925c6891d47"	"Galba DXII"	"William Camden, 1612-16 (75.18: ? this)"	"659"	"697"	"1612"	"1614"	"1616"	"75.18"	"William Camden"	""	""	""	""	""
"508ff89b-cd5e-43eb-87fe-5b05cbdfb9d9"	"Vitellius CXI"	"Edward Herbert, 1636 (116.3 and 118.4: ? fols 211-24, art. 19, of this and / or ? Otho C.X, ? Vit. BXXI, ? C.XVI)."	"774"	"901"	"1636"	"1636"	"1636"	"116.3 and 118.4"	"Edward Herbert"	"Vitellius CXI | Otho C.X | Vitellius BXXI | Vitellius C.XVI"	""	""	""	""
"5092f28e-d4ed-4286-8f85-8c37f9413d30"	"Julius AI"	"Arthur Agarde, 1612-15 (71.22)"	"245"	"274"	"1612"	"1613"	"1615"	"(71.22)"	"Arthur Agarde"	""	""	""	""	""
"50b3ce17-6b6f-4f8c-9e3c-ef1453b3f0c9"	"Claudius DX"	"Augustine Vincent, before or in 1621 (Vesp. F.XIII, no. 316: this, Jul. D.II, Vit. A.II or D.X)"	"719"	"827"	""	"1621"	"1621"	"Vesp. F.XIII, no. 316"	"Augustine Vincent"	"Claudius DX, Julius D.II, Vitellius A.II | D.X"	""	""	""	""
"50b4be98-f9d4-4708-894a-978f4e7bf1c8"	"Claudius AI"	"James Ussher"	"139"	"151"	"1625"	"1625"	"1625"	"Jul. C.III, fol. 383"	"James Ussher"	""	""	"Mr Burnett"	""	""
"51d296fc-87a5-495c-bcb3-d833c5abc0f4"	"Titus BXII"	"Oliver St John, ? 1609 or later (84.1: this or Tit. B-XIID"	"319"	"384"	"1609"	"1609"	""	"(84.1"	"Oliver St John"	"Titus B.XII | Titus B.XIID"	"?"	""	""	""
"51f399a8-db60-4e6d-9f1e-4424f313e78f"	"Vitellius DXV"	"Richard Bancroft, 1608, by hand of John Pory (29.5)"	"257"	"317"	"1608"	"1608"	"1608"	"29.5"	"Richard Bancroft"	""	""	"John Pory"	""	""
"522ea2e3-6ebd-4f29-8558-e841cb66aef8"	"Faustina AIII"	"? John Selden (D.M. Barratt, ‘The library of John Selden and its later history’, Bodleian Library Record, 3 (1950-51), 135, 213"	"893"	"1045"	""	"unknown date"	""	""	"John Selden"	""	""	""	"?"	""
"5267d03e-0e22-40cb-8e72-d70d0a7cd5bd"	"Julius CIX"	"(of fols 25-77, artt. 6~7) Augustine Vincent and John Selden, in or after 1621 (6018, no. 224)"	"379"	"487"	"1621"	"1621"	""	"6018, no. 224"	"Augustine Vincent|John Selden"	""	""	""	""	"(of fols 25-77, artt. 6~7)"
"526a4e5e-57af-4150-a7bb-bfc6d4c5b4b7"	"Cleopatra EIV"	"John Selden"	"476"	"486"	"1640"	"1640"	"1640"	"209.14"	"John Selden"	"Cleopatra EIV | Cleopatra E.V"	""	""	""	""
"527be3cd-d3b4-4e14-9cc2-48f7ce60f5e6"	"Otho DI"	"‘Mr Hall’, Henry Fanshaw’s servant, 1621-22 (2.105, 4.14)"	"504"	"570"	"1621"	"1621"	"1622"	"2.105, 4.14"	"‘Mr Hall’, Henry Fanshaw’s servant"	""	""	""	""	""
"52c5be1c-b898-4853-869c-28e5bb6eed92"	"Nero BV"	"William Camden"	"238"	"251"	"1617"	"1617"	"1617"	"6.1"	"William Camden"	"Nero BV, Nero B.III | IV"	""	""	""	""
"52c664bd-8484-4639-b118-1f25e04c1be6"	"Vespasian BII"	"Inigo Jones"	"157"	"167"	""	"1631"	"1631"	"113.33"	"Inigo Jones"	""	""	""	""	""
"52c888fa-0dca-428a-925a-3449859832df"	"Caligula AXII"	"Richard St George"	"893"	"910"	""	"1614"	"1614"	"15.4"	"Richard St George"	"Caligula AXII + Caligula A.XIII, | Otho B.XIV"	""	""	""	""
"52ede882-b0d7-4175-87a0-2cbf315460c5"	"Domitian XI"	"Richard Bancroft"	"1498"	"1514"	"1608"	"1608"	"1608"	"(9.2"	"Richard Bancroft"	"Domitian XI | Nero AV, |  Julius A-XT"	""	"Zachariah Pasfeild"	""	""
"53ac649a-e45d-47c5-bb96-5d636db90ca0"	"Cleopatra FI"	"Peter Balle, 1640 (205.2)"	"527"	"552"	"1640"	"1640"	"1640"	"205.2"	"Peter Balle"	""	""	""	""	""
"53e84d10-c2f2-4183-83b2-5871f746d13c"	"Cleopatra AXII"	"Francis Tate"	"236"	"247"	""	"1612"	"1612"	"22.10"	"Francis Tate"	""	""	""	""	""
"543b7543-2d96-4c95-87bd-403c685c97a4"	"Tiberius B1"	"Humfrey Wanley, 1709 (Add. MS 44879, fol. iv"	"1243"	"1381"	"1709"	"1709"	"1709"	"Add. MS 44879, fol. iv"	"Humfrey Wanley"	""	""	""	""	""
"54571707-f7b7-49e5-8c08-c149a52f003f"	"Vespasian AXXII"	"John Selden"	"1005"	"1015"	"1622"	"1623"	"1624"	"6018, no. 314"	"John Selden"	""	""	""	""	""
"5497683f-8347-46cf-b5da-8a391565fc92"	"Otho BXI"	"Humfrey Wanley, 1709 (Add. MS 44879, fol. iv"	"841"	"995"	"1709"	"1709"	"1709"	"(Add. MS 44879, fol. iv;"	"Humfrey Wanley"	""	""	""	""	""
"54a4a442-6452-48d5-9daa-655d8e16073e"	"Vitellius BII"	"Sir William Howard,"	"149"	"167"	"1638"	"1638"	"1638"	"173.1"	"Lord William Howard"	""	""	""	""	""
"54c2eab8-5c97-47c6-88f5-082db50617ff"	"Vespasian BXXII"	"Samuel Pepys, 1694 (Cambridge, Magdalene College, Pepys Library, MS 2872, p. 759: pp. 759-93 are a transcript of B.XXII made when Pepys borrowed the latter from John Cotton)."	"460"	"684"	"1694"	"1694"	"1694"	""	"Samuel Pepys"	""	""	""	""	""
"55331a84-2402-45a8-96ae-8efaf9eb7821"	"Nero CIX"	"John Selden, c.1638 (162: this, Claud. E.VI or Nero EVD)"	"1161"	"1235"	"1637"	"1638"	"1639"	"162"	"John Selden"	"Nero CIX, Claud. E.VI | Nero EVD"	""	""	""	""
"557f5937-21da-4be4-bb00-7542796525db"	"Tiberius EV"	"Christopher Hatton, 1639 (167.1)."	"733"	"765"	"1639"	"1639"	"1639"	"167.1"	"Christopher Hatton"	""	""	""	""	""
"56248fc7-3e1d-4600-a4da-00aea87e77e9"	"Otho CVIII"	"St Lo Kniveton, 1621 (2.29)."	"182"	"217"	"1621"	"1621"	"1621"	"(2.29"	"St Lo Kniveton"	""	""	""	""	""
"5630f719-1093-4c83-ba53-a4041ba73a16"	"Vitellius EVI"	"John Selden, 1638 (155.3: this, Jul. B.XIII, Tib. B.XIU, C.III, Nero D.VII, Vit. CX, EV, Dom. I, V, Cleo. D.V or Faust. C.IV)."	"815"	"984"	"1638"	"1638"	"1638"	"(155.3"	"John Selden"	"Vitellius EVI, Julius B.XIII, Tiberius B.XIU, C.III, Nero D.VII, Vitellius CX, EV, Dom. I, V, Cleopatra D.V | Faust. C.IV"	""	""	""	""
"566d47f2-ea3b-47dd-aa96-270eafc7746a"	"Vespasian AVIII"	"? James I, ¢.1615-17 (93.2)."	"293"	"320"	"1615"	"1616"	"1617"	"(93.2)"	"James I"	""	""	""	""	""
"5694de85-54f8-4a1a-b1aa-4c494e6a0b2d"	"Cleopatra EIV"	"William Dugdale"	"596"	"610"	"1654"	"1654"	"1654"	"249.1"	"William Dugdale"	""	""	""	""	""
"56d760b9-1620-44d6-bdcf-aff1dd4cd8ba"	"Titus EXV"	"Arthur Capell"	"29"	"42"	"1666"	"1666"	"1667"	"269.1"	"Arthur Capell"	""	""	"Philip Briggs"	""	""
"5711282a-0ff9-4169-b346-06b7f7a417bc"	"Domitian XV"	"Richard Bancroft, 1608, by hand of Zachariah Pasfeild (29.21: (1) this, Nero A.XV, XVI, Tit. A.I, or (2) Otho E.V)"	"614"	"758"	"1608"	"1608"	"1608"	"29.21"	"Richard Bancroft|Robert Cecil"	"Domitian XV, Nero A.XV, XVI, Titus A.I, |  Otho E.V"	""	"Zachariah Pasfeild"	""	""
"57c25a8c-a91d-4156-ad85-fb2c40279f38"	"Vitellius AI"	"William Dugdale, 1639 (178.1). Dugdale’s extracts (in Bodl., MS Dugdale 12 (SC 6502), pp. 111-72), made in 1637 from Vit. D.XVIII, provide cross- references to this manuscript."	"693"	"893"	"1639"	"1639"	"1639"	"178.1"	"William Dugdale"	""	""	""	""	""
"57c39712-c812-41a6-bb8c-5af057460c99"	"Cleopatra EIV"	"Basil Brooke"	"439"	"450"	""	"1631"	"1631"	"113.28"	"Basil Brooke"	""	""	""	""	""
"57d1ac79-6137-4b22-ad65-b6d480c9ed4c"	"Tiberius AXIV"	"Ward, 1621 (2.41: this or Tib. C.II)."	"221"	"257"	"1621"	"1621"	"1621"	"2.41"	"Samuel Ward"	"Tiberius AXIV | Tiberius C.II"	""	""	""	""
"57ebf6d0-1eee-49be-91a3-19141f95e908"	"Galba CIV"	"Bulstrode Whitelocke, 1652 (231.14)."	"372"	"407"	"1652"	"1652"	"1652"	"231.14"	"Bulstrode Whitelocke|Robert Cecil"	""	""	""	""	""
"58409edb-f6ea-4572-8b48-e1a8e5d54cb5"	"Titus BX"	"? George Carew (d. 1629), c.1618 (Vesp. F.XIII, no. 324: this or Tit. B.XIII. The Vesp. letter is undated but refers to Carew’s service for the king in Ireland about eight years previously. After having served Elizabeth as President of Munster until 1603, he was sent to Ireland only once, in 1610, by James I."	"267"	"667"	"1617"	"1618"	"1619"	"Vesp. F.XIII, no. 324"	"George Carew"	"Titus BX | Titus B.XIII."	""	""	"?"	""
"5847d3da-bffe-474b-a724-7c8cb8bdda79"	"Galba CX"	"Bulstrode Whitelocke, 1652 (231.20)."	"780"	"815"	"1652"	"1652"	"1652"	"231.20"	"Bulstrode Whitelocke"	""	""	""	""	""
"588177d0-7460-4dea-b38e-7bb4f4f8f673"	"Vespasian BXXIII"	"John Selden"	"261"	"273"	"1653"	"1653"	"1653"	"237.1"	"John Selden"	""	""	""	""	""
"58855667-3fb9-421e-87c4-3bd53ae3ea6c"	"Titus CV"	"John Selden"	"191"	"201"	"1641"	"1641"	"1641"	"223.1"	"John Selden"	""	""	""	""	""
"58e29ff5-7c83-488a-9b01-5d8f9dbbf856"	"Julius CVIII"	"Henry Howard, c.1614 (121.7: ? this or ? Tit. C.1)"	"704"	"759"	"1614"	"1614"	"1614"	""	""	""	""	""	""	""
"5913d26f-89db-4b37-87b3-87117bc8c4e6"	"London British Library Additional MS 33216"	"Thomas Coventry"	"241"	"257"	""	"1631"	"1631"	"113.20"	"Thomas Coventry"	"London British Library Additional MS 33216 | Titus E.1"	""	""	""	""
"593b2ac1-f3fa-4626-9b48-1aed4cca2d0a"	"Titus CI"	"? Montagu"	"1465"	"1473"	""	"1631"	"1631"	"120.3"	"Henry Montagu"	""	""	""	"?"	""
"597da839-aa21-4241-b255-c4c50ed789c2"	"Vespasian AXIV"	"Christopher Hatton"	"1401"	"1418"	"1639"	"1639"	"1639"	"165"	"Christopher Hatton"	"Tiberius AXV |  Vespasian AXIV"	""	""	""	""
"59b674d6-fdd0-4131-8467-e60689b256c7"	"Nero BVIII"	"John Selden"	"273"	"284"	"1621"	"1621"	"1621"	"2.97"	"John Selden"	""	""	""	""	""
"5a0963d1-3b87-4fdd-af12-8c91f3c3403e"	"Faustina EVII"	"(of at least fols 1-15v, art. 1) Edward Herbert, 1636 (117.5 and 119.5)."	"170"	"247"	"1636"	"1636"	"1636"	"117.5 and 119.5"	"Edward Herbert"	""	""	""	""	"of at least fols 1-15v, art. 1"
"5a37e6cb-ffef-416b-9f3c-4f811ed92639"	"Augustus I"	"Thomas Howard, 1621-29 (76.5)."	"4089"	"4120"	"1621"	"1625"	"1629"	"76.5"	"Thomas Howard"	""	""	""	""	""
"5a4ef2e0-5673-4e89-a829-eabdb5a0de02"	"Otho BVI"	"Patrick Young"	"1675"	"1687"	"1615"	"1616"	"1617"	"49.12"	"Patrick Young"	""	""	""	""	""
"5a770e58-c2e8-4ef5-a4f7-92b913738f02"	"Caligula CIX"	"Henry Howard,"	"602"	"615"	"1604"	"1604"	""	"(129.16"	"Henry Howard"	"parts of Caligula CIX, Julius F:VI, Caligula B.IV, and C.1-II1"	""	""	""	""
"5ac06291-a736-4d04-b9e8-3ef35835d603"	"Vitellius FIX"	"Richard Bancroft"	"1009"	"1024"	"1608"	"1608"	"1608"	"29.17"	"Richard Bancroft"	""	""	"Zachariah Pasfeild"	""	""
"5ade1ca4-e299-4acc-bb8d-ed4523dbd5c5"	"Titus AVIII"	"Richard Perrincheif"	"1540"	"1575"	""	"1673"	"1673"	""	"Richard Perrincheif"	""	""	""	""	""
"5af2dea7-2f38-41b6-80ee-38a8431566e9"	"Caligula DVIII"	"Edward Herbert, 1636 (117.2 and 119.9)."	"486"	"525"	"1636"	"1636"	"1636"	"117.2 and 119.9"	"Edward Herbert"	""	""	""	""	""
"5b819b04-f6b7-40ec-a77b-4168553fc45c"	"Titus AXXVII"	"Henry Spelman, c.1615 (46.4: this or Claud. D.I1)"	"325"	"373"	"1614"	"1615"	"1616"	"46.4"	"Henry Spelman"	"Titus AXXVII | Claud. D.I1"	""	""	""	""
"5c0aba16-60b5-450b-894b-ff471803f916"	"Julius DII"	"Augustine Vincent, before or in 1621 (Vesp. F_XIII, no. 316: this, Claud. D.X, Vit. A.II or D.X)"	"2095"	"2209"	""	"1621"	"1621"	"Vesp. F_XIII, no. 316"	"Augustine Vincent"	"Julius DII, Claud. D.X, Vitellius A.II | D.X"	""	""	""	""
"5cbe59e3-65cb-4ac1-baad-d2acd612f156"	"Claudius BIV"	"William Le Neve, 1641 (220.2)"	"645"	"683"	"1641"	"1641"	"1641"	"220.2"	"William Le Neve"	""	""	""	""	""
"5cf5f9d5-eb30-4972-af5d-470bbe048654"	"Vespasian AXIII"	"William Camden,"	"937"	"951"	""	"1623"	"1623"	"143"	"William Camden"	"ols 115v-31, art. 7, of Vespasian AXIII, Claud. AVI, Otho A.XIV, C-VII, Vitellius A.III, D.XII, E:VIII | Dom. XII"	""	""	""	""
"5d0e17ea-3039-4232-8a05-5130da59dbb5"	"Titus EII"	"John Selden, c.1638 (163.24)."	"196"	"224"	"1637"	"1638"	"1639"	"163.24)"	"John Selden"	""	""	""	""	""
"5d30f7f0-2213-4312-8d93-078451a62b18"	"Julius EIII"	"John Selden, 1621 (2.75)."	"689"	"713"	"1621"	"1621"	"1621"	"2.75"	"John Selden"	""	""	""	""	""
