,UUID,FILE,QUOTE_TRANSCRIPTION,start,end,TYPE,TAGS,COMMENTS,GROUP_ID
477,4518770a-aee0-4dbf-b040-f44b321c4058,Tite_entries_entry-148.0_tiberius-axiii.txt,"Francis Tate, 1612-16 (73.5); George Buc,         ¢.1615-17 (89.1);",238,304,,Loan,,4518770a-aee0-4dbf-b040-f44b321c4058
478,12c670b9-ff70-4be7-92f2-755e4ca24ef3,Tite_entries_entry-148.0_tiberius-axiii.txt,Francis Tate,238,249,PERSON,,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
479,8364518a-a7c0-4870-8d3e-74eb76552859,Tite_entries_entry-148.0_tiberius-axiii.txt,1612-16,252,258,,Date,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
480,2e7a41ec-86c9-4f69-839a-2b210a57c568,Tite_entries_entry-148.0_tiberius-axiii.txt,73.5,261,264,,List Reference,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
481,a3d11c9c-701f-4843-8c75-ce48b7d0224f,Tite_entries_entry-148.0_tiberius-axiii.txt,George Buc,268,277,PERSON,,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
482,66e67a6d-ff25-4c86-88ba-9ad18c2b5a54,Tite_entries_entry-148.0_tiberius-axiii.txt,¢.1615-17,288,296,,Date,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
483,76e59f82-ea9c-4257-8acd-64faf8c68514,Tite_entries_entry-148.0_tiberius-axiii.txt,89.1,299,302,,List Reference,,1ff47993-6ed7-44fd-ae31-e1a7783e5457
484,e8d8d00b-c025-48f3-9400-d2142cb40d1c,Tite_entries_entry-148.0_tiberius-axiii.txt,"John Selden, 1616 or before (111.10);",306,342,,Loan,,e8d8d00b-c025-48f3-9400-d2142cb40d1c
485,0d992913-2a8e-446c-95c6-eefa73dc1090,Tite_entries_entry-148.0_tiberius-axiii.txt,John Selden,306,316,PERSON,,,a5c11f2a-ce02-4ecb-abb9-142a57fafa56
486,e8b47f57-584f-4435-aadb-4ae19925c5e6,Tite_entries_entry-148.0_tiberius-axiii.txt,1616 or before,319,332,,Date,,a5c11f2a-ce02-4ecb-abb9-142a57fafa56
487,c18fdd71-337a-4511-afba-084ce94c4262,Tite_entries_entry-148.0_tiberius-axiii.txt,111.10,335,340,,List Reference,,a5c11f2a-ce02-4ecb-abb9-142a57fafa56
488,29ea07da-e782-4b50-a032-de05f78c1086,Tite_entries_entry-148.0_tiberius-axiii.txt,William Camden,352,365,PERSON,,,e0ea468f-2fa7-42d4-aee8-450061628acb
489,6e1626bc-143b-4ab7-9465-0eeca00bc21e,Tite_entries_entry-148.0_tiberius-axiii.txt,"William Camden,   1616  or  before (111.10);",352,395,,Loan,,6e1626bc-143b-4ab7-9465-0eeca00bc21e
490,5d5af7fe-d868-44cf-a5bf-d78ffb51bc8d,Tite_entries_entry-148.0_tiberius-axiii.txt,1616  or  before,370,385,,Date,,e0ea468f-2fa7-42d4-aee8-450061628acb
491,f71048c6-3eff-40ce-8632-3c1779af82da,Tite_entries_entry-148.0_tiberius-axiii.txt,111.10,388,393,,List Reference,,e0ea468f-2fa7-42d4-aee8-450061628acb
492,d8ac3ae2-6ab5-454f-945b-63e6516b0008,Tite_entries_entry-148.0_tiberius-axiii.txt,"Henry         Spelman, 1616 or  before (111.10);",397,444,,Loan,,d8ac3ae2-6ab5-454f-945b-63e6516b0008
493,2267a7df-0b21-499f-ab4c-2b38bc0d320d,Tite_entries_entry-148.0_tiberius-axiii.txt,Henry         Spelman,397,417,PERSON,,,929c396e-bdb8-405b-a13b-7000d71f0786
494,36bac37b-6cba-4950-a0a1-70c6f62b80ed,Tite_entries_entry-148.0_tiberius-axiii.txt,1616 or  before,420,434,,Date,,929c396e-bdb8-405b-a13b-7000d71f0786
495,299bf843-f56b-4716-9167-16af22dacf5c,Tite_entries_entry-148.0_tiberius-axiii.txt,111.10,437,442,,List Reference,,929c396e-bdb8-405b-a13b-7000d71f0786
496,2826c7ef-eded-4704-af8d-f4729637d8e8,Tite_entries_entry-148.0_tiberius-axiii.txt,Tate,446,449,PERSON,,Francis Tate,c3a93de9-7ee0-461b-be08-610e8265ba72
497,08299b73-fa58-4a59-8f19-f5f84abb0d32,Tite_entries_entry-148.0_tiberius-axiii.txt,"Tate, before 1617         (111.10);",446,480,,Loan,,08299b73-fa58-4a59-8f19-f5f84abb0d32
498,d0d93c3a-7d70-4599-941f-0387dfd5b2e4,Tite_entries_entry-148.0_tiberius-axiii.txt,before 1617,452,462,,Date,,c3a93de9-7ee0-461b-be08-610e8265ba72
499,c8275738-3b62-4be7-8c5b-0973e5795e63,Tite_entries_entry-148.0_tiberius-axiii.txt,111.10,473,478,,List Reference,,c3a93de9-7ee0-461b-be08-610e8265ba72
500,e5409c3f-dc80-4979-ab0c-c6a2d1c614df,Tite_entries_entry-148.0_tiberius-axiii.txt,"Simonds D’Ewes, 1626 (The Autobiography        and  Correspondence of Sir Simonds D'Ewes, ed. by J.O.         Halliwell, 2 vols (London, 1845), I, p. 299).",482,636,,Loan,,4b805c4b-2570-4433-ab2e-73a4248e8b45
501,bcb69d19-af3d-49d2-981b-f618ff3def69,Tite_entries_entry-148.0_tiberius-axiii.txt,Simonds D’Ewes,482,495,PERSON,,,4b805c4b-2570-4433-ab2e-73a4248e8b45
502,7532229a-44d5-4ffa-9637-d23895c10c5e,Tite_entries_entry-148.0_tiberius-axiii.txt,"The Autobiography        and  Correspondence of Sir Simonds D'Ewes, ed. by J.O.         Halliwell, 2 vols (London, 1845), I, p. 299",504,634,,List Reference,,4b805c4b-2570-4433-ab2e-73a4248e8b45
503,1c8bb806-7250-4df7-a1e7-a5af1b3b125e,Tite_entries_entry-150.0_tiberius-axiv.txt,"Patrick Young, c.1616, and Samuel Ward (49.18:          this or Tib. C.ID);",145,219,,Loan,,1c8bb806-7250-4df7-a1e7-a5af1b3b125e
504,cef63fd5-fec5-45dc-9beb-13522e616228,Tite_entries_entry-150.0_tiberius-axiv.txt,Patrick Young,145,157,PERSON,,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
505,189b39f6-15a1-4dfb-9460-4659a5be3f5c,Tite_entries_entry-150.0_tiberius-axiv.txt,c.1616,160,165,,Date,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
506,77428485-35bb-4f55-b350-0efd2ac37e10,Tite_entries_entry-150.0_tiberius-axiv.txt,Samuel Ward,172,182,PERSON,,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
507,c267f0c0-e7ab-4eae-9126-96eac940f580,Tite_entries_entry-150.0_tiberius-axiv.txt,49.18,185,189,,List Reference,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
508,5f7a35b1-488e-400c-821b-f1fedd2c68d1,Tite_entries_entry-150.0_tiberius-axiv.txt,49.18,185,189,,List Reference,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
509,f5c5ddbf-c805-4f36-9469-a62d3a821fc8,Tite_entries_entry-150.0_tiberius-axiv.txt,this or Tib. C.ID,201,217,,Uncertain Book,,03d7103c-b71e-4b19-8e49-8b7df3fc3009
510,f520ba41-e298-4f10-bc1e-877cdffbd614,Tite_entries_entry-150.0_tiberius-axiv.txt,"Ward, 1621 (2.41: this or Tib. C.II).",221,257,,Loan,,57d1ac79-6137-4b22-ad65-b6d480c9ed4c
511,90ead719-b809-4e26-b7fc-ddb765b7dfe8,Tite_entries_entry-150.0_tiberius-axiv.txt,Ward,221,224,PERSON,,Samuel Ward,57d1ac79-6137-4b22-ad65-b6d480c9ed4c
512,3814de66-5eeb-4bb2-b6ec-881c680f5ef8,Tite_entries_entry-150.0_tiberius-axiv.txt,1621,227,230,,Date,,57d1ac79-6137-4b22-ad65-b6d480c9ed4c
513,873f2c90-a8a1-46a4-9c95-b5baf5264a64,Tite_entries_entry-150.0_tiberius-axiv.txt,2.41,233,236,,List Reference,,57d1ac79-6137-4b22-ad65-b6d480c9ed4c
514,1c457b72-dfe6-45e8-91b9-79c806753471,Tite_entries_entry-150.0_tiberius-axiv.txt,this or Tib. C.II,239,255,,Uncertain Book,,57d1ac79-6137-4b22-ad65-b6d480c9ed4c
515,4917523e-4bfb-45ad-b874-c4b8ccae36bf,Tite_entries_entry-151.0_tiberius-axv.txt,"(of fols 1-173, Smith art. 1) Patrick Young, c.1616          (49.10.  Young  has  annotated  fols 35v  and   64)",943,1054,,Loan,,a0b43e7e-6c20-4ffd-afa6-ce67cca61e58
516,0469f084-f444-4580-8226-d057742e0aeb,Tite_entries_entry-151.0_tiberius-axv.txt,"of fols 1-173, Smith art. 1",944,970,,Partial,,a0b43e7e-6c20-4ffd-afa6-ce67cca61e58
517,d0e31ce3-697c-4e19-924e-006f165f70a8,Tite_entries_entry-151.0_tiberius-axv.txt,Patrick Young,973,985,PERSON,,,a0b43e7e-6c20-4ffd-afa6-ce67cca61e58
518,57e677a2-d4f1-46ac-a8e9-c1c794f12486,Tite_entries_entry-151.0_tiberius-axv.txt,c.1616,988,993,,Date,,a0b43e7e-6c20-4ffd-afa6-ce67cca61e58
519,d7d6bb68-cc6b-4fcd-bde3-cb679cfb04dd,Tite_entries_entry-151.0_tiberius-axv.txt,(49.10,1004,1009,,List Reference,,a0b43e7e-6c20-4ffd-afa6-ce67cca61e58
520,6ed26dbf-6d33-4201-9e69-26377c91b080,Tite_entries_entry-151.0_tiberius-axv.txt,"Christopher  Hatton, 1639 (165: this or Vesp. A-XIV);",1066,1118,,Loan,,e882f792-5e6a-48c0-81f7-1b2e944c4f3f
521,ab78bc27-96e5-4305-8cf3-af6004969505,Tite_entries_entry-151.0_tiberius-axv.txt,Christopher  Hatton,1066,1084,PERSON,,,e882f792-5e6a-48c0-81f7-1b2e944c4f3f
522,c995df5d-0d63-4a64-8fe0-d6d999135857,Tite_entries_entry-151.0_tiberius-axv.txt,1639,1087,1090,,Date,,e882f792-5e6a-48c0-81f7-1b2e944c4f3f
523,55ad91d7-33bb-449a-aaba-5142bc132ca6,Tite_entries_entry-151.0_tiberius-axv.txt,165,1093,1095,,List Reference,,e882f792-5e6a-48c0-81f7-1b2e944c4f3f
524,a0442b9e-e5ab-4230-8467-40e2eb40cce0,Tite_entries_entry-151.0_tiberius-axv.txt,his or Vesp. A-XIV,1099,1116,,Uncertain Book,,e882f792-5e6a-48c0-81f7-1b2e944c4f3f
525,ebc8f4b4-5c6c-4abc-8ebd-18b0dae8c083,Tite_entries_entry-151.0_tiberius-axv.txt,James  Ussher,1129,1141,PERSON,,,b0ea372b-4977-40fe-992c-f9b9475a55e2
526,15b45025-cc95-47f3-99ef-9856a1742bdc,Tite_entries_entry-151.0_tiberius-axv.txt,"James  Ussher, 1640 (199.1: (2) this or (1) Vesp. A-XIV).",1129,1185,,Loan,,b0ea372b-4977-40fe-992c-f9b9475a55e2
527,afeb512f-fc31-48e7-a3bf-56b71f69527f,Tite_entries_entry-151.0_tiberius-axv.txt,1640,1144,1147,,Date,,b0ea372b-4977-40fe-992c-f9b9475a55e2
528,ea47734b-b9b5-4b10-97d9-c2cc6d090cb1,Tite_entries_entry-151.0_tiberius-axv.txt,199.1,1150,1154,,List Reference,,b0ea372b-4977-40fe-992c-f9b9475a55e2
529,6fd19744-cc8d-4a6c-8318-4b3390557fab,Tite_entries_entry-151.0_tiberius-axv.txt,(2) this or (1) Vesp. A-XIV,1157,1183,,Uncertain Book,,b0ea372b-4977-40fe-992c-f9b9475a55e2
530,9df569ce-fb9b-4a0f-9bc2-11c661089f9e,Tite_entries_entry-1085.0_titus-bxi.txt,"(? of part I, fols 2-28, artt. 1-27, fol. 45, art. 43)         James  Ley, 1611 (61.2)",1271,1356,,Loan,,9df569ce-fb9b-4a0f-9bc2-11c661089f9e
531,925b4dcb-db99-4894-a741-15dabb700399,Tite_entries_entry-1085.0_titus-bxi.txt,"? of part I, fols 2-28, artt. 1-27, fol. 45, art. 43",1272,1323,,Partial,,9df569ce-fb9b-4a0f-9bc2-11c661089f9e
532,bd7d1883-bb8e-4194-ae4d-dcb9daa65f4c,Tite_entries_entry-1085.0_titus-bxi.txt,James  Ley,1334,1343,PERSON,,,9df569ce-fb9b-4a0f-9bc2-11c661089f9e
533,dd5b99f8-97c0-4973-bf6f-2f05f7a1b1ad,Tite_entries_entry-1085.0_titus-bxi.txt,1611,1346,1349,,Date,,9df569ce-fb9b-4a0f-9bc2-11c661089f9e
534,f1a5484e-44d4-496e-b4f1-082944a8af73,Tite_entries_entry-1085.0_titus-bxi.txt,(61.2),1351,1356,,List Reference,,9df569ce-fb9b-4a0f-9bc2-11c661089f9e
535,173c23f5-f691-4de7-bd28-431d428dc214,Tite_entries_entry-1085.0_titus-bxi.txt,"(of part II, fols 49-50, art. 94)         St Lo Kniveton, by 1615, by1617 (45.10, 111.30)",1359,1447,,Loan,,173c23f5-f691-4de7-bd28-431d428dc214
536,1461c5b7-5a94-424a-9c12-fac2b3ff5a06,Tite_entries_entry-1085.0_titus-bxi.txt,"of part II, fols 49-50, art. 94",1360,1390,,Partial,,173c23f5-f691-4de7-bd28-431d428dc214
537,1f676e56-879c-491f-9c7e-74b469c32821,Tite_entries_entry-1085.0_titus-bxi.txt,St Lo Kniveton,1401,1414,PERSON,,,173c23f5-f691-4de7-bd28-431d428dc214
538,1d6e9f60-bdbf-4eb9-8fa6-db4b1c47ac8e,Tite_entries_entry-1085.0_titus-bxi.txt,by 1615,1417,1423,,Date,,173c23f5-f691-4de7-bd28-431d428dc214
539,318628ad-bac4-4a99-85f0-9b036bb7514a,Tite_entries_entry-1085.0_titus-bxi.txt,by1617,1426,1431,,Date,,173c23f5-f691-4de7-bd28-431d428dc214
540,a971fae9-6a58-493d-8d59-de7d5886b431,Tite_entries_entry-1085.0_titus-bxi.txt,"45.10, 111.30",1434,1446,,List Reference,,173c23f5-f691-4de7-bd28-431d428dc214
541,99259a1e-a184-4d0b-addc-15f08d9d626a,Tite_entries_entry-1085.0_titus-bxi.txt,"(of part         II, fol. 88, art. 111) Kniveton, by 1615 (45.11)",1450,1514,,Loan,,99259a1e-a184-4d0b-addc-15f08d9d626a
542,a31633d2-34c2-4aa0-9ffd-353c7822e7f9,Tite_entries_entry-1085.0_titus-bxi.txt,"of part         II, fol. 88, art. 111",1451,1487,,Partial,,99259a1e-a184-4d0b-addc-15f08d9d626a
543,36ae3486-b4ad-4efa-8800-dcf9c7708857,Tite_entries_entry-1085.0_titus-bxi.txt,Kniveton,1490,1497,PERSON,,,99259a1e-a184-4d0b-addc-15f08d9d626a
544,7525d3b2-5d01-422e-a55f-27e4611e5380,Tite_entries_entry-1085.0_titus-bxi.txt,by 1615,1500,1506,,Date,,99259a1e-a184-4d0b-addc-15f08d9d626a
545,8cac8902-cc0c-4a37-9278-d68a412fb147,Tite_entries_entry-1085.0_titus-bxi.txt,45.11,1509,1513,,List Reference,,99259a1e-a184-4d0b-addc-15f08d9d626a
546,1ed7eed6-b2d1-447d-8171-d688ea4d60d3,Tite_entries_entry-1085.0_titus-bxi.txt,"(? of part         Il, fols 213-17, art. 162) Kniveton, by 1615, by 1617         (45.13, 111.29)",1517,1612,,Loan,,1ed7eed6-b2d1-447d-8171-d688ea4d60d3
547,22220734-5d99-41e0-a689-30dc24198f18,Tite_entries_entry-1085.0_titus-bxi.txt,"? of part         Il, fols 213-17, art. 162",1518,1560,,Partial,,1ed7eed6-b2d1-447d-8171-d688ea4d60d3
548,319f865a-e3bf-4df0-9b38-c7f9aed24b5f,Tite_entries_entry-1085.0_titus-bxi.txt,Kniveton,1563,1570,PERSON,,,1ed7eed6-b2d1-447d-8171-d688ea4d60d3
549,b926b536-bb97-4ad6-b411-61b30fbfb9fb,Tite_entries_entry-1085.0_titus-bxi.txt,"by 1615, by 1617",1573,1588,,Date,,1ed7eed6-b2d1-447d-8171-d688ea4d60d3
550,f4af4eed-3b75-46ac-874b-1fe91ea30ea4,Tite_entries_entry-1085.0_titus-bxi.txt,"45.13, 111.29",1599,1611,,List Reference,,1ed7eed6-b2d1-447d-8171-d688ea4d60d3
551,bf25b90e-98d5-4269-bfa7-abb856de6927,Tite_entries_entry-1088.0_titus-bxiii.txt,William Camden,212,225,PERSON,,,ddb5d372-4552-4099-b5ca-2f5d0c38eeca
552,ddb5d372-4552-4099-b5ca-2f5d0c38eeca,Tite_entries_entry-1088.0_titus-bxiii.txt,"William Camden  , 1606 (10.7)",212,240,,Loan,,ddb5d372-4552-4099-b5ca-2f5d0c38eeca
553,663489f3-6264-40f2-baf8-ff3841ef20b2,Tite_entries_entry-1088.0_titus-bxiii.txt,1606,230,233,,Date,,ddb5d372-4552-4099-b5ca-2f5d0c38eeca
554,1b877470-134b-4456-91c4-6e3e404438a8,Tite_entries_entry-1088.0_titus-bxiii.txt,10.7,236,239,,List Reference,,ddb5d372-4552-4099-b5ca-2f5d0c38eeca
555,78876b0c-1e9f-4e49-8219-7c3251fe46d6,Tite_entries_entry-1088.0_titus-bxiii.txt,"Oliver St John, ? 1609  or later (84.1: this or Tit. B.XII)",243,301,,Loan,,78876b0c-1e9f-4e49-8219-7c3251fe46d6
556,0424f365-52ea-464b-bd06-6c0da88e543b,Tite_entries_entry-1088.0_titus-bxiii.txt,Oliver St John,243,256,PERSON,,,78876b0c-1e9f-4e49-8219-7c3251fe46d6
557,8bf9ecc2-05ea-4c6c-b974-d027d6da5e41,Tite_entries_entry-1088.0_titus-bxiii.txt,? 1609  or later,259,274,,Date,,78876b0c-1e9f-4e49-8219-7c3251fe46d6
558,6df3bc38-52bd-4f38-8850-911debc72a67,Tite_entries_entry-1088.0_titus-bxiii.txt,84.1,278,281,,List Reference,,78876b0c-1e9f-4e49-8219-7c3251fe46d6
559,75c83433-2f98-4c98-8f78-6c787a8e980f,Tite_entries_entry-1088.0_titus-bxiii.txt,this or Tit. B.XII,284,301,,Uncertain Book,,78876b0c-1e9f-4e49-8219-7c3251fe46d6
560,cd3b1484-c22a-48ac-8ca5-c714190b71e6,Tite_entries_entry-1088.0_titus-bxiii.txt,"‘Mr Jonston’,              ¢.1615-16 (95.1: this or Tit. B.XII)",305,367,,Loan,,cd3b1484-c22a-48ac-8ca5-c714190b71e6
561,c8226f45-6418-4042-880b-f640f87a3290,Tite_entries_entry-1088.0_titus-bxiii.txt,Mr Jonston,306,315,PERSON,,,cd3b1484-c22a-48ac-8ca5-c714190b71e6
562,12087be9-db46-46b9-861f-df7b9bc2a105,Tite_entries_entry-1088.0_titus-bxiii.txt,¢.1615-16,332,340,,Date,,cd3b1484-c22a-48ac-8ca5-c714190b71e6
563,a7cd0a26-14fa-44ef-9b02-23480fcdded0,Tite_entries_entry-1088.0_titus-bxiii.txt,95.1,343,346,,List Reference,,cd3b1484-c22a-48ac-8ca5-c714190b71e6
564,31ab5e6b-0774-4367-949c-f444a3abdd34,Tite_entries_entry-1088.0_titus-bxiii.txt,this or Tit. B.XII,349,366,,Uncertain Book,,cd3b1484-c22a-48ac-8ca5-c714190b71e6
565,eb5d1c4f-071f-4759-807f-d8fea4ba65a4,Tite_entries_entry-1088.0_titus-bxiii.txt,"? George Carew (d.              1629), c.1618 (Vesp. F.XIII, no. 324: this or Tit. BX.              The Vesp. letter is undated but refers to Carew’s service              for the king in Ireland  about eight years  previously.             After having  served Elizabeth as President of Munster              until 1603, he was sent to Ireland only once, in 1610, by             James  I.)",370,756,,Loan,,eb5d1c4f-071f-4759-807f-d8fea4ba65a4
566,441b35f4-63c7-47f6-8a92-7d8b85b76779,Tite_entries_entry-1088.0_titus-bxiii.txt,? George Carew,370,383,PERSON,Uncertain Person,,eb5d1c4f-071f-4759-807f-d8fea4ba65a4
567,3fa7e3bf-a449-432a-bc75-e74ee7a9c544,Tite_entries_entry-1088.0_titus-bxiii.txt,c.1618,409,414,,Date,,eb5d1c4f-071f-4759-807f-d8fea4ba65a4
568,01c8c80d-6bb1-4f31-a640-9a6fe602c9b2,Tite_entries_entry-1088.0_titus-bxiii.txt,"Vesp. F.XIII, no. 324",417,437,,List Reference,,eb5d1c4f-071f-4759-807f-d8fea4ba65a4
569,7f2db696-29c5-4f79-8502-f267489d62f3,Tite_entries_entry-1088.0_titus-bxiii.txt,this or Tit. BX.,440,455,,Uncertain Book,,eb5d1c4f-071f-4759-807f-d8fea4ba65a4
570,22f64cd1-a573-469b-bd78-b815280f9afa,Tite_entries_entry-1088.0_titus-bxiii.txt,Dudley Carleton,759,773,PERSON,,,6d1fd167-0c08-4e54-898e-8cfdbba39b99
571,6d1fd167-0c08-4e54-898e-8cfdbba39b99,Tite_entries_entry-1088.0_titus-bxiii.txt,"Dudley Carleton, by 1631 (113.2: this or Tit.              B.XII).",759,824,,Loan,,6d1fd167-0c08-4e54-898e-8cfdbba39b99
572,b79097bc-4006-4a39-9842-5b0ec77684f4,Tite_entries_entry-1088.0_titus-bxiii.txt,by 1631,776,782,,Date,,6d1fd167-0c08-4e54-898e-8cfdbba39b99
573,65557fa9-a3ef-4a84-8bca-fb1a48100b60,Tite_entries_entry-1088.0_titus-bxiii.txt,113.2,785,789,,List Reference,,6d1fd167-0c08-4e54-898e-8cfdbba39b99
574,a64c70fa-cf1b-42ab-968d-ae4837d65aea,Tite_entries_entry-1088.0_titus-bxiii.txt,this or Tit.              B.XII,792,822,,Uncertain Book,,6d1fd167-0c08-4e54-898e-8cfdbba39b99
575,2943a830-6034-4983-b7f5-ebee80192673,Tite_entries_entry-1076.0_titus-biv.txt,"(? of at least fols 129-40, art. 30-34)  ? Henry              Howard,  c.1614 (121.4).",261,346,,Loan,,2943a830-6034-4983-b7f5-ebee80192673
576,361c48eb-78a3-4bea-bd9c-3ea441da228d,Tite_entries_entry-1076.0_titus-biv.txt,"? of at least fols 129-40, art. 30-34",262,298,,Partial,,2943a830-6034-4983-b7f5-ebee80192673
577,c6c9ef3b-438b-44f3-ae5c-8fd7c2a44719,Tite_entries_entry-1076.0_titus-biv.txt,"? Henry              Howard,",302,329,PERSON,Uncertain Person,,2943a830-6034-4983-b7f5-ebee80192673
578,775911fc-f523-4a1d-81fa-a5f0e128f6ea,Tite_entries_entry-1076.0_titus-biv.txt,c.1614,332,337,,Date,,2943a830-6034-4983-b7f5-ebee80192673
579,a11b4fdd-fd76-4dc5-8f3c-4ee1094101b0,Tite_entries_entry-1076.0_titus-biv.txt,121.4,340,344,,List Reference,,2943a830-6034-4983-b7f5-ebee80192673
580,96958654-b3af-406f-8812-1e1b8ccd3eae,Tite_entries_entry-1077.0_titus-bv.txt,John  Selden,383,394,PERSON,,,0f299553-f6e9-482b-8e12-da118bc4c266
581,0f299553-f6e9-482b-8e12-da118bc4c266,Tite_entries_entry-1077.0_titus-bv.txt,"John  Selden, ¢.1638 (163.14: ? fols 45-57v, art. 13,              of this)",383,457,,Loan,,0f299553-f6e9-482b-8e12-da118bc4c266
582,278ea02d-4ecc-427f-a500-07e04c25b54d,Tite_entries_entry-1077.0_titus-bv.txt,¢.1638,397,402,,Date,,0f299553-f6e9-482b-8e12-da118bc4c266
583,b581e6d7-4d00-49ee-9ee7-047b291e25ef,Tite_entries_entry-1077.0_titus-bv.txt,163.14,405,410,,List Reference,,0f299553-f6e9-482b-8e12-da118bc4c266
584,953f708b-552e-4683-940a-e3b60df89bae,Tite_entries_entry-1077.0_titus-bv.txt,"? fols 45-57v, art. 13,              of thi",413,455,,Partial,,0f299553-f6e9-482b-8e12-da118bc4c266
585,c23c4c0a-b44a-4374-944a-0b3e1228ede1,Tite_entries_entry-1083.0_titus-bix.txt,"St Lo Kniveton, by 1617 (111.31).",468,500,,Loan,,c23c4c0a-b44a-4374-944a-0b3e1228ede1
586,db71138c-3142-4beb-8d6b-772d5c1772b4,Tite_entries_entry-1083.0_titus-bix.txt,"St Lo Kniveton,",468,482,PERSON,,,c23c4c0a-b44a-4374-944a-0b3e1228ede1
587,2cb61840-5f13-4a53-92bd-7e160afce4bf,Tite_entries_entry-1083.0_titus-bix.txt,by 1617,484,490,,Date,,c23c4c0a-b44a-4374-944a-0b3e1228ede1
588,51c3efc3-b441-4f56-816f-266fb1ff5975,Tite_entries_entry-1083.0_titus-bix.txt,111.31,493,498,,List Reference,,c23c4c0a-b44a-4374-944a-0b3e1228ede1
589,440bee8f-93c6-4453-b9b3-94a428b1ab54,Tite_entries_entry-1075.0_titus-biii.txt,"(? of fols 239-50, art. 69) ‘Mr Walters’, c.1616 (103.3).",418,474,,Loan,,440bee8f-93c6-4453-b9b3-94a428b1ab54
590,aa0ba4c9-49ee-4940-bea9-198cfb2693c4,Tite_entries_entry-1075.0_titus-biii.txt,"? of fols 239-50, art. 69",419,443,,Partial,,440bee8f-93c6-4453-b9b3-94a428b1ab54
591,9d6660d7-8503-4b5d-a442-cb0f5375e42a,Tite_entries_entry-1075.0_titus-biii.txt,Mr Walters,447,456,PERSON,,,440bee8f-93c6-4453-b9b3-94a428b1ab54
592,874548a0-5571-4ccc-a8b2-be267d535cd6,Tite_entries_entry-1075.0_titus-biii.txt,c.1616,460,465,,Date,,440bee8f-93c6-4453-b9b3-94a428b1ab54
593,b1aa37d2-1c83-4548-9445-1e191bf6b7dc,Tite_entries_entry-1075.0_titus-biii.txt,103.3,468,472,,List Reference,,440bee8f-93c6-4453-b9b3-94a428b1ab54
594,a35662a3-ae79-4e3a-9511-3be5a3b995a8,Tite_entries_entry-1073.0_titus-bii.txt,"(of fols 84-90, art. 48, of this, or of Vesp. D.XVIII)         Sir William Howard,  1638  (123.2, 125.2, 175.2): fol. 83,         the cover sheet  for art. 48, has in the top left hand         corner ‘Bor: of Sir Rob: Cott< >’ and fol. 84 is annotated         by Cotton",859,1127,,Loan,,a35662a3-ae79-4e3a-9511-3be5a3b995a8
595,3aca4441-150b-41f2-a026-85a9f4ea880b,Tite_entries_entry-1073.0_titus-bii.txt,Sir William Howard,922,939,PERSON,,,a35662a3-ae79-4e3a-9511-3be5a3b995a8
596,bdec1a50-938d-4aec-bcad-ea96440ebf35,Tite_entries_entry-1073.0_titus-bii.txt,1638,943,946,,Date,,a35662a3-ae79-4e3a-9511-3be5a3b995a8
597,f4671166-0e3d-4f53-8ffb-ed78b2dfb1e7,Tite_entries_entry-1073.0_titus-bii.txt,"123.2, 125.2, 175.2",950,968,,List Reference,,a35662a3-ae79-4e3a-9511-3be5a3b995a8
598,6c88af11-4bd7-4f96-bbed-4f32194b7a5e,Tite_entries_entry-1073.0_titus-bii.txt,"John Strype, 1697 (BL, Lansdowne   MS  814,         fol. 24).",1130,1190,,Loan,,6c88af11-4bd7-4f96-bbed-4f32194b7a5e
599,8814eeb5-7d0e-4c50-92a5-8ffa4e6e2149,Tite_entries_entry-1073.0_titus-bii.txt,John Strype,1130,1140,PERSON,,,6c88af11-4bd7-4f96-bbed-4f32194b7a5e
600,d2732d68-bf34-4fc5-8b2f-b6f66aa808c6,Tite_entries_entry-1073.0_titus-bii.txt,1697,1143,1146,,Date,,6c88af11-4bd7-4f96-bbed-4f32194b7a5e
601,9d9e4c90-2457-4baa-9d52-a007ab1c1b94,Tite_entries_entry-1073.0_titus-bii.txt,"BL, Lansdowne   MS  814,         fol. 24",1149,1188,,List Reference,,6c88af11-4bd7-4f96-bbed-4f32194b7a5e
602,bc6b7dfb-5bc4-4f6f-9f6a-5f953e3168d8,Tite_entries_entry-1087.0_titus-bxii.txt,"William  Camden,  1606 (10.6)",248,276,,Loan,,bc6b7dfb-5bc4-4f6f-9f6a-5f953e3168d8
603,4ff16f8b-5ab3-4607-84bc-09fd7be13a45,Tite_entries_entry-1087.0_titus-bxii.txt,William  Camden,248,262,PERSON,,,bc6b7dfb-5bc4-4f6f-9f6a-5f953e3168d8
604,9c46f919-d267-42ad-b8af-d5b820b76949,Tite_entries_entry-1087.0_titus-bxii.txt,1606,266,269,,Date,,bc6b7dfb-5bc4-4f6f-9f6a-5f953e3168d8
