source	relation	target	source_id	target_id
W.C. Hazlitt	Sold to	Frederick Locker— Lampson. The Rowfant Library	047389ca-2d9b-4463-be44-609abbef82ad	04ffdffa-ce4f-43af-87ed-4ddca855f580
Mostyn	Sold to	Clawson	c40b1771-0497-4ec3-a102-85f6e005c188	9aa3bdfb-c0fd-4665-b61f-ece20e2c507e
Huntington	Sold to	Jones	c9fd1d12-0299-43bd-952f-fedcf1b6273c	89fe88a9-43b8-4e38-be3a-afc94057332c
Bridgewater	Sold to	Huntington	286de7ee-7abd-4613-bcf8-0614e2b8843c	190bdc49-d0b2-4140-bf11-2dc334b550ab
Hoe	Sold to	Huntington	048f685a-3e8e-4c0e-ab1f-4399e883303d	bfedef21-d30b-498b-b247-4b76de8fcfb8
Huntington	Sold to	Jones	5025f77d-2a2d-464c-913d-3e882b822f3b	31cebe20-f74a-4e7b-84f5-bbd0228bde20
John Fitchett of Warrington	Given to	John Fitchett Marsh	85288c05-f229-48aa-935d-06a081f17865	a3144e5a-f14f-402f-9793-7928f06d843d
Pigott	Sold to	Britwell	f9163102-d294-4f58-89e7-3ec6f0eb4697	884d0c71-472a-4462-9387-c5dc9a0c2803
Holgate	Sold to	Britwell	4fd8c64a-5024-46b3-8663-32923948fce2	4ae1b722-112d-4b1a-a924-cb98b6d6b465
Charles, Viscount Bruce of Ampthillt	Sold to	Marquis of Ailesbury	09c21c17-7794-4382-94e8-eb7801b96f83	9f099408-5316-4374-9017-dd68e17416e4
Hagen	Sold to	Clawson	60da0127-73f0-4495-a11f-c3a28e157081	a5d1d4bc-f690-4c5c-b0c4-fe25c3c9c565
Crawford	Sold to	White	8f04219e-1f85-4604-b323-8d4c556eaab4	0d07ab35-dab0-40b7-8083-e09207540cff
Steevens	Sold to	Crawford	63903ae0-1882-4ba9-99e5-369804928e3a	8f04219e-1f85-4604-b323-8d4c556eaab4
Locker	Sold to	Hagen	8f0930ce-524c-4e6a-b833-f680026198ab	90a3b343-63e6-4278-8fb8-b3ce085c66c8
Lockert	Sold to	Hagen	84f62f3c-b023-4888-84bc-86b34e2ace36	d47c9ac2-e174-49fc-b329-2f1cedec9b05
Jolley	Sold to	Holgate	95c25b6b-19e3-438e-95bc-68d6ddfb0888	4fd8c64a-5024-46b3-8663-32923948fce2
Lamport Hall	Sold to	Britwell	44621803-d97e-421b-af9d-574102cbb8f7	65f3b5d8-ae33-4d13-89fe-4a06bf18d547
Huth	Sold to	C.L.F. Robinson	5dd2ebc3-c805-44bb-962a-6e8b94d654a0	6e8634f8-d632-462a-962f-cfb78b880b74
Chew	Sold to	Hunt- ington	6bede443-733a-42c0-b4bd-de7b40ecbdf4	259020af-c036-4beb-be54-2b2b4135581f
Marquis of Ailesbury	Sold to	Clawson	9f099408-5316-4374-9017-dd68e17416e4	a77d65e8-66da-4aac-9c9a-093e0d8867de
Hunt- ington	Sold to	English Literature from London Sale	259020af-c036-4beb-be54-2b2b4135581f	3c5b1f9f-b8b4-4f54-b6fe-7b159d8bd6ec
Leeds Papers	Sold to	Alfred Mortison	6223ba72-6c13-4218-9875-adf98026adb8	9bb9f155-a9c2-4859-847b-f67ded2c88c2
Leeds Papers	Sold to	Alfred Morrison	81e7b99e-a2a5-499b-9824-d14497169853	53b70b18-1c32-44f9-8913-152202e91db8
Leeds Papers	Sold to	Alfred Morrison	cbf0384c-8cdd-4156-a336-aa9f375c6ee0	4c69ab30-8996-47ab-8fcc-eb21d27c7cf8
Leeds Papers	Sold to	Alfred Morrison	b617e63f-e419-483c-98ae-8197adddb0a9	01b90995-9ced-438b-b258-64671b36eda4
Leeds Papers—	Sold to	Alfred Morrison	c0f1c18f-95a9-42c2-838f-e055aef20056	c443eecd-7068-46c2-9bb9-0136981948e0
Pepys Papers	Sold to	Alfred Morrison	e6addb53-1a33-4f40-9426-d39b1dd8a6e0	46c36098-edda-4ce6-8b7b-0dc83b33a53f
Leeds Papers	Sold to	Alfred Morrison	b6752f5d-cc54-461a-a03c-38ab4e3881ee	0887c224-da4f-4a29-8ec3-bf4a598f99a5
Pepys Papers	Sold to	Alfred Morrison	16b51bd7-dedf-4310-b0fe-4b6cf090e7ef	c000357c-6f8a-4c30-952b-044f28103863
Leeds Papers	Sold to	Alfred Morrison	96755c0a-91bd-4248-8e13-6fbfd9f59ce6	9fbfcc00-e4d3-48f4-8179-e39e363c5fd4
The Kemble	Sold to	Devonshire	bd9efc08-1c8f-414a-abfd-4e9b62d81951	502fc27d-e857-4d51-8c70-139ac7d7853c
Heber	Sold to	Britwell	22b3d821-3961-4bb3-9f58-4a59b762bae6	ec0305e7-4078-443e-8555-8fbfd07c696b
G.D.Smith	Sold to	Clawson	666fe493-1e9c-4576-915a-cad60b5a7e5e	6d31fa25-e467-458a-89f9-c12f43fee2ae
The Arbury	Sold to	G.D.Smith	90097f1b-12c0-4a8c-bf98-5f838e824bd1	666fe493-1e9c-4576-915a-cad60b5a7e5e
Britwell	Sold to	R.E.Gathorne Hardy	ec0305e7-4078-443e-8555-8fbfd07c696b	e196fb3a-1823-4d74-a836-9706cf226e8e
Devonshire	Sold to	Huntington (private)	502fc27d-e857-4d51-8c70-139ac7d7853c	b0b93232-afe4-4ee3-9e2c-8a2f235f6ffb
The Birket Foster	Sold to	Wheeler	91d2fbcc-870d-4698-879e-1e15b431dc12	36f93401-a992-4948-b016-b0703ad5b470
The Huth	Sold to	Hunting- ton	37c04382-1266-4b04-8942-a280c0e17b7c	dee85c60-32f8-490b-ae57-8a7dc373db05
The Bindley	Sold to	Heber	58007654-246b-46a8-b6f4-a197e129a239	22b3d821-3961-4bb3-9f58-4a59b762bae6
S.W.H.Ireland	Next in chain	Henkels’s, Shakespeare sale,	826121b6-c531-4411-a706-0c41497c373a	3c23e520-cb2b-4a01-b9d0-f94491c8e22f
Devonshire	Sold to	Huntington	5ea6ed36-b9b7-4ef2-94e9-27864ca994bc	68ed452f-54b1-497c-96fe-41702523a81a
Kemble	Sold to	Devonshire	a4bf75f4-869d-4528-a07e-fcd114df9f4b	93cac828-273a-46f3-a39f-50955e045db7
Kemble	Sold to	Devonshire	a6d63100-7f93-4102-af05-2dcdfc374edc	5ea6ed36-b9b7-4ef2-94e9-27864ca994bc
Kemble	Sold to	Devonshire	dc29e67a-77f8-4830-a423-eafd60111d7f	173b985e-3dcd-4b10-88af-9efc79b4f8e7
Heber	Sold to	Sewall	d7f38b47-4a1e-46ab-87be-db4b5340252b	2a7b2d07-b76b-40ee-8da0-bcbde5cf10db
Sewall	Sold to	Shakespeare Library (	2a7b2d07-b76b-40ee-8da0-bcbde5cf10db	9ac06219-50c1-4c1e-a832-75ce5e7a9ebb
T.J.McKee	Sold to	S.K. Wilson	e7802ab7-7489-4489-a1bf-c8d649b026a9	a2f5db25-def2-4b64-a6c8-8e62988f4832
Halliwell	Sold to	T.J.McKee	7362eeb5-3f10-4ad4-ab3f-7398a43fd126	e7802ab7-7489-4489-a1bf-c8d649b026a9
Devonshire	Sold to	Huntington	173b985e-3dcd-4b10-88af-9efc79b4f8e7	4d7934d1-8cc3-4679-9209-72155f9ab1e5
Wolfreston	Sold to	Huth	83798948-6f50-4740-b986-1ee25235316c	4edb9190-ae1e-4228-85ae-ae9da14c4447
Devonshire	Sold to	Huntington	93cac828-273a-46f3-a39f-50955e045db7	c3ad3f5b-f207-494e-ab81-202d9f18b62e
Mostyn	Sold to	Clawson	a846cbf4-3460-4238-8721-08ff5c85f19e	020a1661-eb5d-45c2-a5d5-c2993603810a
Grafton	Sold to	Gossett	0a233e36-eeae-49ef-9800-28e97644db0d	e9b7077b-7d9e-420f-8330-70515e35835d
Gossett	Sold to	Heber	e9b7077b-7d9e-420f-8330-70515e35835d	8f2fdf13-08cf-4bf8-8e5d-d17beeaa6e9e
Heber	Sold to	Britwell	8f2fdf13-08cf-4bf8-8e5d-d17beeaa6e9e	ea88c7b9-0a35-450f-9e82-d2c4da1c4e3e
Black	Sold to	Britwell	09a049ca-bb37-48a3-a346-1792ae7c622f	8182ca75-d156-4782-b7de-456cd4fb989f
Heber	Sold to	Britwell	83d5de10-4885-480e-8519-5417974fc22d	9542b02a-079f-465c-bda0-285fc4f5695a
Devonshire	Sold to	Huntington	18e1f91a-b428-4b38-b7cc-5cf5efe8bb3c	7e85663e-aa12-4a11-878f-8de51a44e74f
Huntington	Sold to	Jones	7e85663e-aa12-4a11-878f-8de51a44e74f	416fe752-66f9-4ba0-be03-fe3ac2bf74b6
Roxburghe	Sold to	Heber	dcfdb77e-6438-453a-bbb6-6c791c4cd10d	18d5d8b1-2d98-4026-afac-d78dca873d79
Jones	Sold to	Clawson	416fe752-66f9-4ba0-be03-fe3ac2bf74b6	738f5112-74e8-44d2-8b86-25ffd83fe4c8
Bright	Sold to	Corser	a5eb0692-5112-4109-9740-7260c6349241	dd723629-82c3-43a1-a676-c251816af53d
Hoe	Sold to	Huntington	c22ca054-4aa9-42aa-9b37-7b473ab1f706	c36fbdd3-b753-415b-a5ff-5370e9534a3e
Chew	Sold to	Huntington	2c9fa2f9-03fa-4723-a6c1-b686e2e03113	1b859844-60f7-422e-a902-7a1877c5a245
Mostyn	Sold to	Clawson	55bfe290-5d2d-4701-9177-e0e11fe428c0	d5634c7e-0bb9-478c-80dd-e78e574c5c08
Heber	Sold to	Devonshire	18d5d8b1-2d98-4026-afac-d78dca873d79	18e1f91a-b428-4b38-b7cc-5cf5efe8bb3c
Mostyn	Sold to	Clawson	07265e85-594d-4e1b-87cd-3a0bdb765036	4f90baf8-23e9-4c40-ab1c-d919b5f2b69c
Huth	Sold to	Clawson	fe32d6c0-ab97-4d1b-b66c-c4a2ce12d648	b9f37d2d-8f54-4447-a2e1-038ede606507
Corser	Sold to	Huth	dd723629-82c3-43a1-a676-c251816af53d	fe32d6c0-ab97-4d1b-b66c-c4a2ce12d648
The Bindley	Next in chain	Bright	4b91745a-6996-447c-a67c-d58d389ad40b	4966787c-df9e-407f-8c5f-ddd0ec4f8fa8
The Lefferts	Sold to	Chew	cc92481c-0959-44f0-a895-2b4d10767177	27164ee2-b801-47ce-84c0-c91374c5692c
The Lefferts	Sold to	Hagen	b8da55b2-9cdf-447c-892b-605851f7e512	a7c7fdfc-9d14-4139-8d93-619823b95b59
Sir Samuel Egerton Brydges	Sold to	Devonshire	00ba04b8-0d2a-46f6-a37a-42e3e165cf60	8916f7c8-382a-4d41-9f23-9abc0aefdfdf
Devonshire	Sold to	Huntington	4bc27a80-7c2c-4aeb-9b36-982eb34504eb	d7d2e5f5-10ec-4623-9ff8-f68dcc66d07b
Huntington	Sold to	Jones	63706892-e536-4e3d-8d3a-cfa3f676fb3a	57926d04-8e58-43ec-994c-dd6631890fec
Jones	Sold to	Clawson	57926d04-8e58-43ec-994c-dd6631890fec	9381709f-5f82-48e0-bfcc-f6cfd26f6407
The Ames	Sold to	Thos. Barret Brydges Barrett	a2b0bacb-fc35-4570-98dd-5d69a4789754	71db88de-6167-4a3d-beba-929c78abcd33
The Mostyn	Sold to	Clawson	72f34ae3-91f5-4079-9db0-357480b8ccea	d004f202-025b-4aa8-90c6-2d4cf7fa21e6
The Kemble	Sold to	Devonshire	2d2c8598-3bd5-48b0-a4f6-06995c629689	4bc27a80-7c2c-4aeb-9b36-982eb34504eb
Chew	Sold to	Huntington	27164ee2-b801-47ce-84c0-c91374c5692c	63706892-e536-4e3d-8d3a-cfa3f676fb3a
Thos. Barret Brydges Barrett	Sold to	Sir Samuel Egerton Brydges	71db88de-6167-4a3d-beba-929c78abcd33	00ba04b8-0d2a-46f6-a37a-42e3e165cf60
Devonshire	Sold to	Huntington	8916f7c8-382a-4d41-9f23-9abc0aefdfdf	f24b9f58-d8fe-499c-8e45-32448128d03e
Huth	Sold to	Clawson	b270a1a6-8b6e-4f38-86f5-dca4815e6db2	9f729866-1bc8-4670-8d69-484eecf1f857
Kemble	Sold to	Devonshire	31d7c204-ec2c-4de5-8914-e9baf2ec91b2	2d0660b9-7f47-4378-a930-8d87f269d481
Halsey	Sold to	Huntington	7700b5c6-60a7-4737-8ac8-d5ad5973df2d	f1de8b3b-5f07-46ef-afca-57f2ce6540b3
Mostyn	Sold to	Clawson	1cb5471b-a6d5-42a2-8e3f-bf82472c3b3d	51e4c4c2-10dd-4d53-9f03-1ba1eac5b60e
Devonshire	Sold to	Huntington	da010ca3-8686-400c-adb5-1dfa6c732d88	fc432f60-3183-4bc9-9b58-c832ba4c33f2
Marshall	Sold to	Hoe	618e46f8-e9c0-4b26-999b-bc5ec68e6159	00c18265-f703-4c90-8a31-3925e9864408
Kemble	Sold to	Devonshire	af996b22-184d-4313-9b9b-4ef5a8d18b62	2b3c410b-1f35-490b-9844-1f229c254e45
Devonshire	Sold to	Huntington	2b3c410b-1f35-490b-9844-1f229c254e45	64aff61b-3c44-48e1-be32-fd72b09e35d1
Yarborough	Sold to	Hoe	21f7cb6a-b818-4d5f-a1a5-21898dd0af45	ec212d62-8c1b-49a4-a76f-4efefe496445
Kemble	Sold to	Devonshire	2ce85a1d-091f-450c-b235-3b6325711a69	da010ca3-8686-400c-adb5-1dfa6c732d88
Hoe	Sold to	Halsey	00c18265-f703-4c90-8a31-3925e9864408	7700b5c6-60a7-4737-8ac8-d5ad5973df2d
Kemble	Sold to	Devonshire	3bc2afcf-3025-4052-b5a8-59decf425fd2	1a07ec84-d923-4c65-b2b1-c641bbe92a90
Devonshire	Sold to	Huntington	1a07ec84-d923-4c65-b2b1-c641bbe92a90	3c9b9dcf-fb43-4750-b33e-9492d347d2ac
Devonshire	Sold to	Huntington	2d0660b9-7f47-4378-a930-8d87f269d481	c1ed9a95-b30c-4a78-a843-cec338dcbfd8
Arbury Library	Sold to	G.D.Smith	8c163739-ff80-453a-9bbf-678e3aac0f71	7fcf366d-03ba-4425-84a7-9c6e18f6dcaa
Tite	Sold to	Lefferts	8b4d57ee-d9f5-43d9-b5bd-544df8bb8e72	2660b794-69e8-4959-8220-46f3e5cfecf3
Huth	Sold to	Jones	70419d87-db91-4843-9e8b-cd6af742927d	1dd520f8-9d1e-4470-9061-4c7bd5320610
Shakespeare Library	Sold to	Clawson	e90da39c-7fe1-4477-8f0c-a3f9e8153b5a	3b00b127-d46b-4f10-b12a-437e5a190ed7
Lefferts	Sold to	Hagen	2660b794-69e8-4959-8220-46f3e5cfecf3	2f8f399d-5172-4af3-baf5-613b96d4baca
Leeds Papers	Sold to	Alfred Morrison	246ab5fb-a315-4777-b553-5419ee8c60f6	1f0e6b11-1ae1-495c-af65-c6beb0ba9d96
Sotheby’s	Sold to	Alfred Morrison	4f7d88b5-80f5-4025-a3f5-0eb27db1d04c	a2ebb52a-81dd-4f8b-bc3e-05fbcc13ccb4
Young	Sold to	Alfred Morrison	56d18e0f-59f2-403f-aa48-20314c250210	8e7cfd92-4732-4fdb-9700-48956bc48b7e
Leeds Papers	Sold to	Alfred Morrison	b7ad9808-e961-44a5-925a-bce2aee307d2	2c3aac71-a65e-4e0c-a903-cdeca918343b
Percivall Beaumont	Sold to	Richard Le Gallienne	1966e0ec-8244-4a80-938c-2c8f7a5a7e6a	d6015fb8-8d94-4118-917e-310768c86326
Ratcliffe	Sold to	Hugh, grd Earl of Marchmont	d55f41a2-85f5-4b3a-a94d-83c8c46135eb	a3b54069-e593-4cf4-ac66-41a26dbd40f1
Littledale	Sold to	Holmes	a19a4860-3623-45f7-8ebd-8f22c9683b02	bd65e7a1-e952-423d-a06e-054cd5e09400
Marchmont’s grandson, Hugh Scott of Harden, later Lord Polwarth.	Next in chain	Van Antwerp	327f38e2-6ade-4c5b-a817-a8f8bfeaa7ae	748cb4d7-ec56-457e-88ec-a127d5e42665
Ashburnham	Sold to	Winans	744c4d15-0f8c-444b-b188-4e382c598757	a9771874-fff0-4b3b-a14a-072c546e1883
Hugh, grd Earl of Marchmont	Given to	Rt. Hon. Sir George Rose	a3b54069-e593-4cf4-ac66-41a26dbd40f1	2078d122-51e6-41ff-a164-6c69ac78ed33
West	Sold to	Ratcliffe	2daa30b8-daf1-41fc-8b0b-50ad6f3985cf	d55f41a2-85f5-4b3a-a94d-83c8c46135eb
Holmes	Sold to	Ashburnham	bd65e7a1-e952-423d-a06e-054cd5e09400	744c4d15-0f8c-444b-b188-4e382c598757
Hagen	Next in chain	Sotheby's	0a226eba-0d71-46fe-be36-646d04aaa370	affa0234-af5d-481c-b740-f81c7312aa06
Lefferts	Sold to	Hagen	b561f6f1-1e2e-4802-9374-f25b4815e0b2	b3825b08-a99c-44ef-9639-97bdcb71c0a8
Lefferts	Sold to	Hagen	32fc47de-7309-4e52-9b0d-2bda12724024	92c3fc29-1d96-4e27-961d-8d720f648d13
Rt. Hon. Sir George Rose	Next in chain	Marchmont’s grandson, Hugh Scott of Harden, later Lord Polwarth.	2078d122-51e6-41ff-a164-6c69ac78ed33	327f38e2-6ade-4c5b-a817-a8f8bfeaa7ae
Halli- well Phillipps	Sold to	Corser	0f2d410d-229b-486c-9023-7e68348743cd	17868520-200b-4a8b-9f97-d39e629a31a9
Baron Bolland	Sold to	Utterson	35a8a77d-ada5-4fbd-9f23-73337691517e	5a593f9a-9080-48c8-8cf4-754b295f9aba
Stradling	Sold to	Hoe	1ceb3886-e0e5-4288-be04-e9f9ad8d0ee1	c6e67d95-5707-4547-a65c-e0c31906eb5a
Charles Lilburn—	Sold to	Hagen	80662275-4ffe-497b-bc62-0fb311914ba6	3f6059ad-9725-4a1b-8091-fcadda498336
Halsey	Sold to	Huntington	47bca269-fb72-4c8f-9804-02a6c5bc1ca8	eae81e7e-8b74-4679-8313-08eb555d8508
Griswold	Sold to	Purdy	937795bd-b061-4ff9-a358-d398340bf2ff	c2b1f679-418c-4a35-9e1e-e008bf68b7ee
Utterson	Sold to	Halli- well Phillipps	5a593f9a-9080-48c8-8cf4-754b295f9aba	0f2d410d-229b-486c-9023-7e68348743cd
Corser	Sold to	Thomas Brooke	17868520-200b-4a8b-9f97-d39e629a31a9	b4927baa-d2bd-4e62-bbc3-d9ddcd3ff947
Huntington	Sold to	Hagen	2acba4fc-47de-4caa-9a2d-b76d48a3ff96	119198f9-8573-4003-991a-5f8099ecc2a8
Hoe	Sold to	Huntington	c6e67d95-5707-4547-a65c-e0c31906eb5a	2acba4fc-47de-4caa-9a2d-b76d48a3ff96
Steevens	Sold to	Tite	c8f38b3f-3cc3-4af9-aff4-28d8dff2ce00	2ad1cb3d-dd6e-4634-8d00-94afe365937d
Gaisford	Sold to	Britwell	e2399d97-e699-40d7-98c7-48469ba7b9b5	da0f0e90-ef03-4043-b313-58c106bb7192
Devonshire	Sold to	Huntington	bdbaf406-14b1-4e2a-a959-83dade7a166e	8b354098-80a5-4d43-93df-0e15301cf1e1
N.Q.Pope	Sold to	Hoe	e1ae03b3-6448-4ca0-a778-305ead1e85f1	5781f467-4073-4bd8-8d9f-60eac4ce0bd5
Wolfreston	Sold to	Tite	0975c954-c1f4-4b83-bb60-f6a043c22f95	af339100-d8c4-4bee-be3e-be95a906cea9
Tite	Sold to	Crawford	2ad1cb3d-dd6e-4634-8d00-94afe365937d	2cd9761a-0313-4300-8018-1972d8fe1451
Gaisford	Sold to	Britwell	fa7bff49-2933-4296-a344-6b98c831e6c2	2e48576a-6ed2-4465-b43f-6903e329394a
J. Dunn Gardner	Sold to	Tite	2907f8da-ac81-43a9-b420-4dad17ecfb4c	761b0b17-8f01-4eb9-858d-7d907052167f
Hoe	Sold to	Clawson	5781f467-4073-4bd8-8d9f-60eac4ce0bd5	5e3691f5-420b-463a-bb4e-67f1f1bc4114
Church	Sold to	Huntington	53e20eaa-24f5-4e55-959c-b44a1641b713	06a0702c-95c8-40ca-8094-77d6fa92ca2f
Locker	Sold to	Church	86768c46-60bf-4ac9-b685-a5a59647d342	53e20eaa-24f5-4e55-959c-b44a1641b713
Tite	Sold to	Britwell	af339100-d8c4-4bee-be3e-be95a906cea9	0b348a50-0c9f-4a77-b27e-77d0330f2f69
Huntington	Sold to	Clawson	8b354098-80a5-4d43-93df-0e15301cf1e1	8649ae86-d354-4ec9-9a95-fdae10357fd9
Crawford	Sold to	Gaisford	2cd9761a-0313-4300-8018-1972d8fe1451	e2399d97-e699-40d7-98c7-48469ba7b9b5
Arbury	Sold to	G.D.Smith	2968173e-015e-4d99-9eae-625bca2ce93f	49ef7dda-2cd3-467a-8acb-7362daa4d6d7
Lord Vernon	Sold to	Clawson	2d2345a6-3bc9-440c-961a-c08a3422bacd	4d5952d1-d7dc-4b63-84b7-2b935c78965a
Tite	Sold to	Locker	761b0b17-8f01-4eb9-858d-7d907052167f	86768c46-60bf-4ac9-b685-a5a59647d342
J.E.Hodgkin	Sold to	Thorn Drury	f5e25831-d008-41d6-a78d-5fca63fb1317	158a2fcd-fd87-4496-a952-08d65a2cb0d1
The Heber	Sold to	Corser	d40d16fd-75c1-4d3c-b6aa-6554a8883cb6	fb99973e-ca5b-49d1-b0f8-3a5087625cb1
Hagen	Sold to	Clawson	0ecfd507-ff06-446b-baec-20133e58fb13	ad6a01c2-4433-4663-bd9e-5aedd316b586
Lefferts	Sold to	Hagen	c4972e59-a337-4fa9-bf7a-4138528500d6	d8b78224-6f9f-437b-9790-0656a4553319
Sotheby’s	Sold to	The Hagen	dcb40aa4-73d5-494d-ad63-548a6d440ec0	a5c8dc30-9261-47d3-b6d8-fa9393c5e2e5
R.H. Turner	Sold to	Lefferts	c1cf6466-bd06-4eca-822a-a72c5f6c7516	d941ca11-d9e2-4a6f-9cce-922e08164db5
Hoe	Sold to	Jones	4484e007-ea4f-4b3c-8e5d-4c2d5115b4c2	69b8e1c9-5975-433c-b5a4-a2e273e28f0d
Ashburnham	Probably sold to	The Lefferts	a0e60a4d-fc6c-4219-9a3e-81788f7242d7	16443b65-05d6-4687-ae23-f1862a7e85a8
The Lefferts	Sold to	Hagen	16443b65-05d6-4687-ae23-f1862a7e85a8	cd56ccf8-8b6c-43ea-b48b-3331fadb28ae
The Hoe	Sold to	Hunting- ton	1fd36ca2-ba19-4d78-b16d-2872eff67a1a	b831ad9a-7008-4f56-92f3-da1e1d21968b
Lefferts	Sold to	Hagen	d941ca11-d9e2-4a6f-9cce-922e08164db5	0ecfd507-ff06-446b-baec-20133e58fb13
Cornelius Paine	Sold to	Lefferts	88abe843-a59f-47b4-85c6-ffea28f95120	c4972e59-a337-4fa9-bf7a-4138528500d6
The Herbert	Sold to	Cornelius Paine	25b75b55-1a1b-43a4-be4a-1adbc7d14945	88abe843-a59f-47b4-85c6-ffea28f95120
The Osterley Park	Sold to	Hoe	a56b05dc-4700-460e-8a5d-6ba12f563200	4484e007-ea4f-4b3c-8e5d-4c2d5115b4c2
The Joseph Hunter	Sold to	B.H.Bright	da5da852-b0a5-4cf1-b73d-cf3149a3bac4	c4a497ad-d750-482e-a84f-ffb236b4df1b
Corser	Sold to	R.H. Turner	fb99973e-ca5b-49d1-b0f8-3a5087625cb1	c1cf6466-bd06-4eca-822a-a72c5f6c7516
Hunting- ton	Sold to	Clawson	b831ad9a-7008-4f56-92f3-da1e1d21968b	7efb43ab-1fdf-45c4-b993-dbb510cbcccd
Huth	Sold to	Clawson	2f05ad40-cd4e-4a11-b73b-3818222e6fae	030ae6ea-dcec-4239-a99e-2e9443c0a110
Bridgewater	Sold to	Huntington	fc572e52-0091-42ca-8e09-3eaa6b9f6ee7	fa06f697-0827-417c-bbcb-d5443e4c70f1
Devonshire	Sold to	Huntington	0dd8bf1f-f3d7-4bb3-b514-b968e2eb3f6a	fec4228b-0d7f-4142-adad-ea523f59b691
Roxburghe	Sold to	Kemble	402765df-a34f-40c8-9183-ae230bb20746	7d5b60e4-b37f-4ee2-b37c-0b79fb0efdaf
Thomas Lloyd	Sold to	Britwell	df2f1768-70ea-44b1-bc09-7d8548934f03	181b4d54-e1cc-43ac-a294-f21f690ba1b2
Utterson	Sold to	Huth	1c9b3f1c-f0c5-49e3-9592-b79db215ae2d	6e23617d-5ac6-4977-8e68-c8d6b036500e
Devonshire	Sold to	Huntington	97802932-7ae2-46cb-9ccf-aad67f2ca222	188a6c6b-f4f7-493a-b4f8-ccf2566ce2bd
Kemble	Sold to	Devonshire	7d5b60e4-b37f-4ee2-b37c-0b79fb0efdaf	0dd8bf1f-f3d7-4bb3-b514-b968e2eb3f6a
George Daniel	Sold to	Huth	565c5eb6-fdf8-41bc-b4a8-e6b37e8b9646	058cf804-79c7-426e-93f8-9f678e3fe9a3
Kemble	Sold to	Devonshire	293c02d3-96e9-4f96-b6f0-bdbabab395a5	97802932-7ae2-46cb-9ccf-aad67f2ca222
Huth	Sold to	Clawson	058cf804-79c7-426e-93f8-9f678e3fe9a3	40df782f-2d04-4856-8d7c-c9f5f0e9eef2
Huntington	Sold to	English Literature from London	fa06f697-0827-417c-bbcb-d5443e4c70f1	ea3f8c37-5ebf-4b92-a5ac-6e3265d0c62f
Lefferts	Sold to	Hagen	865046e9-de63-4ae6-a05e-83847b7335cf	38559ee1-db45-45cc-abce-215f6e925126
Britwell	Sold to	Clawson	1ebcd3c3-c36e-40ca-a013-8d7c74e08b17	274407ee-563f-4633-b50d-40423a5a036b
Stanley	Sold to	Sykes	856a5806-c79e-45cd-9434-cf34689a73a8	17f13b7f-2d8d-45cd-8404-469347f220bd
Jones	Sold to	Clawson	3a83152c-09d7-4d1d-8eb1-c24ed0b2f8f9	56dff1bb-a44a-43fa-a06b-832a4ffabcff
Britwellf	Sold to	Clawson	7de165c7-9bb9-4159-a2b2-b663e3d88a10	7a30395c-be71-4670-bc10-dbad68da40b5
Heber	Sold to	Britwellf	95b15213-a943-4e87-8395-6d9b89a8c01d	7de165c7-9bb9-4159-a2b2-b663e3d88a10
Heber	Sold to	Britwell	e0e4eccf-b0a5-4fe2-987e-ce3a918c86ae	1ebcd3c3-c36e-40ca-a013-8d7c74e08b17
Park	Sold to	B.A.P.No.554	4c0ee395-c0dd-4f6b-a6b6-d8d2b5ba70ce	2ca547c6-cd8c-43c6-9f44-0df96f802eee
Wright	Sold to	Steevens	892de8ba-48f0-41aa-94ea-bdf31eb2f605	63a44d38-3bfb-44f7-bb5f-086fc95fec4d
Sykes	Sold to	Heber	17f13b7f-2d8d-45cd-8404-469347f220bd	95b15213-a943-4e87-8395-6d9b89a8c01d
R.H-Inglis	Sold to	G.Thorne Drury	9f04b6c8-a618-4db9-8a25-fa694f9af7f4	2749c7cc-dce8-431c-9a46-10fca50e9bf4
Heber	Sold to	Britwell	1d03758c-3087-4eef-8cc2-4a6d53a3c527	976bc96e-d54b-4139-b411-34b8eb479c87
Devonshire	Sold to	Huntington	d6a711e1-99a8-4fcb-943a-22204344e0dc	fdf987a0-04a1-4212-a7c4-7a0a6c1aa927
Huntington	Sold to	Jones	fdf987a0-04a1-4212-a7c4-7a0a6c1aa927	3a83152c-09d7-4d1d-8eb1-c24ed0b2f8f9
Roxburghe	Sold to	Holgate	9c774752-4ade-4853-8e6a-a67b14d8cf8b	f5a6da04-8c98-444f-a812-d7910e4aa2b6
Holgate	Sold to	Britwell	f5a6da04-8c98-444f-a812-d7910e4aa2b6	fead9590-ae04-4ae0-8845-5b3c1909dbce
Mostyn	Sold to	Clawson	a19aa1a3-10af-4db2-a980-f64f96b12503	d08376a4-ee27-40f1-9ae9-c86943ce5eee
B.A.P.No.554	Sold to	Heber	2ca547c6-cd8c-43c6-9f44-0df96f802eee	1d03758c-3087-4eef-8cc2-4a6d53a3c527
Roxburghe	Sold to	Heber	951492e6-8b5c-46bd-98f2-a174db0d8349	f9c1dc17-f040-4cd8-bdbc-1d3247d11e24
Huth	Sold to	Jones	bb3b185f-96e6-44bf-a898-6ed5458907cb	d7fa79e4-1895-4e47-9b24-04b758638cc1
Steevens	Sold to	Roxburghe	63a44d38-3bfb-44f7-bb5f-086fc95fec4d	951492e6-8b5c-46bd-98f2-a174db0d8349
